feature_id	feature	feature description	feature_full
g1098	2.7.1.51	L-fuculokinase	L-fuculokinase_(2.7.1.51)
g1099	2.7.1.53	L-xylulokinase	L-xylulokinase_(2.7.1.53)
g1100	2.7.1.55	Allose kinase	Allose_kinase_(2.7.1.55)
g1101	2.7.1.56	1-phosphofructokinase	1-phosphofructokinase_(2.7.1.56)
g1102	2.7.1.58	2-dehydro-3-deoxygalactonokinase	2-dehydro-3-deoxygalactonokinase_(2.7.1.58)
g1103	2.7.1.59	N-acetylglucosamine kinase	N-acetylglucosamine_kinase_(2.7.1.59)
g1104	2.7.1.5	Rhamnulokinase	Rhamnulokinase_(2.7.1.5)
g1105	2.7.1.60	N-acylmannosamine kinase	N-acylmannosamine_kinase_(2.7.1.60)
g1106	2.7.1.63	Polyphosphate--glucose phosphotransferase	Polyphosphate--glucose_phosphotransferase_(2.7.1.63)
g1107	2.7.1.66	Undecaprenol kinase	Undecaprenol_kinase_(2.7.1.66)
g1108	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase	Protein-N(pi)-phosphohistidine--sugar_phosphotransferase_(2.7.1.69)
g1109	2.7.1.6	Galactokinase	Galactokinase_(2.7.1.6)
g1110	2.7.1.71	Shikimate kinase	Shikimate_kinase_(2.7.1.71)
g1111	2.7.1.73	Inosine kinase	Inosine_kinase_(2.7.1.73)
g1112	2.7.1.74	Deoxycytidine kinase	Deoxycytidine_kinase_(2.7.1.74)
g1113	2.7.1.76	Deoxyadenosine kinase	Deoxyadenosine_kinase_(2.7.1.76)
g1114	2.7.1.78	Polynucleotide 5'-hydroxyl-kinase	Polynucleotide_5'-hydroxyl-kinase_(2.7.1.78)
g1115	2.7.1.7	Mannokinase	Mannokinase_(2.7.1.7)
g1116	2.7.1.83	Pseudouridine kinase	Pseudouridine_kinase_(2.7.1.83)
g1117	2.7.1.85	Beta-glucoside kinase	Beta-glucoside_kinase_(2.7.1.85)
g1118	2.7.1.87	Streptomycin 3''-kinase	Streptomycin_3''-kinase_(2.7.1.87)
g1119	2.7.1.89	Thiamine kinase	Thiamine_kinase_(2.7.1.89)
g1120	2.7.1.8	Glucosamine kinase	Glucosamine_kinase_(2.7.1.8)
g1121	2.7.1.90	Diphosphate--fructose-6-phosphate 1-phosphotransferase	Diphosphate--fructose-6-phosphate_1-phosphotransferase_(2.7.1.90)
g1122	2.7.1.92	5-dehydro-2-deoxygluconokinase	5-dehydro-2-deoxygluconokinase_(2.7.1.92)
g1123	2.7.1.95	Kanamycin kinase	Kanamycin_kinase_(2.7.1.95)
g1124	2.7.10.1	Receptor protein-tyrosine kinase	Receptor_protein-tyrosine_kinase_(2.7.10.1)
g1125	2.7.10.2	Non-specific protein-tyrosine kinase	Non-specific_protein-tyrosine_kinase_(2.7.10.2)
g1126	2.7.11.17	Calcium/calmodulin-dependent protein kinase	Calcium/calmodulin-dependent_protein_kinase_(2.7.11.17)
g1127	2.7.11.1	Non-specific serine/threonine protein kinase	Non-specific_serine/threonine_protein_kinase_(2.7.11.1)
g1128	2.7.11.22	Cyclin-dependent kinase	Cyclin-dependent_kinase_(2.7.11.22)
g1129	2.7.11.32	[Pyruvate, phosphate dikinase] kinase	[Pyruvate,_phosphate_dikinase]_kinase_(2.7.11.32)
g1130	2.7.11.33	[Pyruvate, water dikinase] kinase	[Pyruvate,_water_dikinase]_kinase_(2.7.11.33)
g1131	2.7.11.5	[Isocitrate dehydrogenase (NADP(+))] kinase	[Isocitrate_dehydrogenase_(NADP(+))]_kinase_(2.7.11.5)
g1132	2.7.12.2	Mitogen-activated protein kinase kinase	Mitogen-activated_protein_kinase_kinase_(2.7.12.2)
g1133	2.7.13.3	Histidine kinase	Histidine_kinase_(2.7.13.3)
g1134	2.7.14.1	Protein arginine kinase	Protein_arginine_kinase_(2.7.14.1)
g1135	2.7.2.11	Glutamate 5-kinase	Glutamate_5-kinase_(2.7.2.11)
g1136	2.7.2.15	Propionate kinase	Propionate_kinase_(2.7.2.15)
g1137	2.7.2.1	Acetate kinase	Acetate_kinase_(2.7.2.1)
g1138	2.7.2.2	Carbamate kinase	Carbamate_kinase_(2.7.2.2)
g1139	2.7.2.3	Phosphoglycerate kinase	Phosphoglycerate_kinase_(2.7.2.3)
g1140	2.7.2.4	Aspartate kinase	Aspartate_kinase_(2.7.2.4)
g1141	2.7.2.7	Butyrate kinase	Butyrate_kinase_(2.7.2.7)
g1142	2.7.2.8	Acetylglutamate kinase	Acetylglutamate_kinase_(2.7.2.8)
g1143	2.7.3.13	NO NAME	NO_NAME_(2.7.3.13)
g1144	2.7.3.3	Arginine kinase	Arginine_kinase_(2.7.3.3)
g1145	2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase	Phosphoenolpyruvate--protein_phosphotransferase_(2.7.3.9)
g1146	2.7.4.13	(Deoxy)nucleoside-phosphate kinase	(Deoxy)nucleoside-phosphate_kinase_(2.7.4.13)
g1147	2.7.4.14	UMP/CMP kinase	UMP/CMP_kinase_(2.7.4.14)
g1148	2.7.4.16	Thiamine-phosphate kinase	Thiamine-phosphate_kinase_(2.7.4.16)
g1149	2.7.4.1	Polyphosphate kinase	Polyphosphate_kinase_(2.7.4.1)
g1150	2.7.4.22	UMP kinase	UMP_kinase_(2.7.4.22)
g1151	2.7.4.23	Ribose 1,5-bisphosphate phosphokinase	Ribose_1,5-bisphosphate_phosphokinase_(2.7.4.23)
g1152	2.7.4.25	(d)CMP kinase	(d)CMP_kinase_(2.7.4.25)
g1153	2.7.4.27	([Pyruvate, phosphate dikinase] phosphate) phosphotransferase	([Pyruvate,_phosphate_dikinase]_phosphate)_phosphotransferase_(2.7.4.27)
g1154	2.7.4.28	([Pyruvate, water dikinase] phosphate) phosphotransferase	([Pyruvate,_water_dikinase]_phosphate)_phosphotransferase_(2.7.4.28)
g1155	2.7.4.29	Kdo(2)-lipid A phosphotransferase	Kdo(2)-lipid_A_phosphotransferase_(2.7.4.29)
g1156	2.7.4.2	Phosphomevalonate kinase	Phosphomevalonate_kinase_(2.7.4.2)
g1157	2.7.4.3	Adenylate kinase	Adenylate_kinase_(2.7.4.3)
g1158	2.7.4.6	Nucleoside-diphosphate kinase	Nucleoside-diphosphate_kinase_(2.7.4.6)
g1159	2.7.4.7	Phosphomethylpyrimidine kinase	Phosphomethylpyrimidine_kinase_(2.7.4.7)
g1160	2.7.4.8	Guanylate kinase	Guanylate_kinase_(2.7.4.8)
g1161	2.7.4.9	dTMP kinase	dTMP_kinase_(2.7.4.9)
g1162	2.7.6.1	Ribose-phosphate diphosphokinase	Ribose-phosphate_diphosphokinase_(2.7.6.1)
g1163	2.7.6.2	Thiamine diphosphokinase	Thiamine_diphosphokinase_(2.7.6.2)
g1164	2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_diphosphokinase_(2.7.6.3)
g1165	2.7.6.5	GTP diphosphokinase	GTP_diphosphokinase_(2.7.6.5)
g1166	2.7.7.10	UTP--hexose-1-phosphate uridylyltransferase	UTP--hexose-1-phosphate_uridylyltransferase_(2.7.7.10)
g1167	2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase	UDP-glucose--hexose-1-phosphate_uridylyltransferase_(2.7.7.12)
g1168	2.7.7.13	Mannose-1-phosphate guanylyltransferase	Mannose-1-phosphate_guanylyltransferase_(2.7.7.13)
g1169	2.7.7.15	Choline-phosphate cytidylyltransferase	Choline-phosphate_cytidylyltransferase_(2.7.7.15)
g1170	2.7.7.18	Nicotinate-nucleotide adenylyltransferase	Nicotinate-nucleotide_adenylyltransferase_(2.7.7.18)
g1171	2.7.7.19	Polynucleotide adenylyltransferase	Polynucleotide_adenylyltransferase_(2.7.7.19)
g1172	2.7.7.1	Nicotinamide-nucleotide adenylyltransferase	Nicotinamide-nucleotide_adenylyltransferase_(2.7.7.1)
g1173	2.7.7.21	Transferred entry	Transferred_entry_(2.7.7.21)
g1174	2.7.7.22	Mannose-1-phosphate guanylyltransferase (GDP)	Mannose-1-phosphate_guanylyltransferase_(GDP)_(2.7.7.22)
g1175	2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	UDP-N-acetylglucosamine_diphosphorylase_(2.7.7.23)
g1176	2.7.7.24	Glucose-1-phosphate thymidylyltransferase	Glucose-1-phosphate_thymidylyltransferase_(2.7.7.24)
g1177	2.7.7.25	Transferred entry	Transferred_entry_(2.7.7.25)
g1178	2.7.7.27	Glucose-1-phosphate adenylyltransferase	Glucose-1-phosphate_adenylyltransferase_(2.7.7.27)
g1179	2.7.7.28	Nucleoside-triphosphate-aldose-1-phosphate nucleotidyltransferase	Nucleoside-triphosphate-aldose-1-phosphate_nucleotidyltransferase_(2.7.7.28)
g1180	2.7.7.2	FAD synthetase	FAD_synthetase_(2.7.7.2)
g1181	2.7.7.33	Glucose-1-phosphate cytidylyltransferase	Glucose-1-phosphate_cytidylyltransferase_(2.7.7.33)
g1182	2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase	3-deoxy-manno-octulosonate_cytidylyltransferase_(2.7.7.38)
g1183	2.7.7.39	Glycerol-3-phosphate cytidylyltransferase	Glycerol-3-phosphate_cytidylyltransferase_(2.7.7.39)
g1184	2.7.7.3	Pantetheine-phosphate adenylyltransferase	Pantetheine-phosphate_adenylyltransferase_(2.7.7.3)
g1185	2.7.7.40	D-ribitol-5-phosphate cytidylyltransferase	D-ribitol-5-phosphate_cytidylyltransferase_(2.7.7.40)
g1186	2.7.7.41	Phosphatidate cytidylyltransferase	Phosphatidate_cytidylyltransferase_(2.7.7.41)
g1187	2.7.7.42	[Glutamate--ammonia-ligase] adenylyltransferase	[Glutamate--ammonia-ligase]_adenylyltransferase_(2.7.7.42)
g1188	2.7.7.43	N-acylneuraminate cytidylyltransferase	N-acylneuraminate_cytidylyltransferase_(2.7.7.43)
g1189	2.7.7.46	Gentamicin 2''-nucleotidyltransferase	Gentamicin_2''-nucleotidyltransferase_(2.7.7.46)
g1190	2.7.7.47	Streptomycin 3''-adenylyltransferase	Streptomycin_3''-adenylyltransferase_(2.7.7.47)
g1191	2.7.7.48	 ;  Q06996, L SENDF	_;__Q06996,_L_SENDF_(2.7.7.48)
g1192	2.7.7.49	RNA-directed DNA polymerase	RNA-directed_DNA_polymerase_(2.7.7.49)
g1193	2.7.7.4	Sulfate adenylyltransferase	Sulfate_adenylyltransferase_(2.7.7.4)
g1194	2.7.7.50	mRNA guanylyltransferase	mRNA_guanylyltransferase_(2.7.7.50)
g1195	2.7.7.53	ATP adenylyltransferase	ATP_adenylyltransferase_(2.7.7.53)
g1196	2.7.7.56	tRNA nucleotidyltransferase	tRNA_nucleotidyltransferase_(2.7.7.56)
g1197	2.7.7.58	(2,3-dihydroxybenzoyl)adenylate synthase	(2,3-dihydroxybenzoyl)adenylate_synthase_(2.7.7.58)
g1198	2.7.7.59	[Protein-PII] uridylyltransferase	[Protein-PII]_uridylyltransferase_(2.7.7.59)
g1199	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase_(2.7.7.60)
g1200	2.7.7.61	Citrate lyase holo-[acyl-carrier protein] synthase	Citrate_lyase_holo-[acyl-carrier_protein]_synthase_(2.7.7.61)
g1201	2.7.7.62	Adenosylcobinamide-phosphate guanylyltransferase	Adenosylcobinamide-phosphate_guanylyltransferase_(2.7.7.62)
g1202	2.7.7.63	Lipoate--protein ligase	Lipoate--protein_ligase_(2.7.7.63)
g1203	2.7.7.64	UTP-monosaccharide-1-phosphate uridylyltransferase	UTP-monosaccharide-1-phosphate_uridylyltransferase_(2.7.7.64)
g1204	2.7.7.65	Diguanylate cyclase	Diguanylate_cyclase_(2.7.7.65)
g1205	2.7.7.66	Malonate decarboxylase holo-[acyl-carrier protein] synthase	Malonate_decarboxylase_holo-[acyl-carrier_protein]_synthase_(2.7.7.66)
g1206	2.7.7.68	2-phospho-L-lactate guanylyltransferase	2-phospho-L-lactate_guanylyltransferase_(2.7.7.68)
g1207	2.7.7.6	DNA-directed RNA polymerase	DNA-directed_RNA_polymerase_(2.7.7.6)
g1208	2.7.7.70	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	D-glycero-beta-D-manno-heptose_1-phosphate_adenylyltransferase_(2.7.7.70)
g1209	2.7.7.71	D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase	D-glycero-alpha-D-manno-heptose_1-phosphate_guanylyltransferase_(2.7.7.71)
g1210	2.7.7.72	CCA tRNA nucleotidyltransferase	CCA_tRNA_nucleotidyltransferase_(2.7.7.72)
g1211	2.7.7.73	Sulfur carrier protein ThiS adenylyltransferase	Sulfur_carrier_protein_ThiS_adenylyltransferase_(2.7.7.73)
g1212	2.7.7.75	Molybdopterin adenylyltransferase	Molybdopterin_adenylyltransferase_(2.7.7.75)
g1213	2.7.7.76	Molybdenum cofactor cytidylyltransferase	Molybdenum_cofactor_cytidylyltransferase_(2.7.7.76)
g1214	2.7.7.77	Molybdenum cofactor guanylyltransferase	Molybdenum_cofactor_guanylyltransferase_(2.7.7.77)
g1215	2.7.7.7	DNA-directed DNA polymerase	DNA-directed_DNA_polymerase_(2.7.7.7)
g1216	2.7.7.80	Molybdopterin-synthase adenylyltransferase	Molybdopterin-synthase_adenylyltransferase_(2.7.7.80)
g1217	2.7.7.81	Pseudaminic acid cytidylyltransferase	Pseudaminic_acid_cytidylyltransferase_(2.7.7.81)
g1218	2.7.7.82	CMP-N,N'-diacetyllegionaminic acid synthase	CMP-N,N'-diacetyllegionaminic_acid_synthase_(2.7.7.82)
g1219	2.7.7.85	Diadenylate cyclase	Diadenylate_cyclase_(2.7.7.85)
g1220	2.7.7.87	L-threonylcarbamoyladenylate synthase	L-threonylcarbamoyladenylate_synthase_(2.7.7.87)
g1221	2.7.7.89	[Glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase	[Glutamate--ammonia_ligase]-adenylyl-L-tyrosine_phosphorylase_(2.7.7.89)
g1222	2.7.7.8	Polyribonucleotide nucleotidyltransferase	Polyribonucleotide_nucleotidyltransferase_(2.7.7.8)
g1223	2.7.7.99	NO NAME	NO_NAME_(2.7.7.99)
g1224	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase	UTP--glucose-1-phosphate_uridylyltransferase_(2.7.7.9)
g1225	2.7.7.n1	Adenosine monophosphate-protein transferase	Adenosine_monophosphate-protein_transferase_(2.7.7.n1)
g1226	2.7.8.11	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	CDP-diacylglycerol--inositol_3-phosphatidyltransferase_(2.7.8.11)
g1227	2.7.8.12	CDP-glycerol glycerophosphotransferase	CDP-glycerol_glycerophosphotransferase_(2.7.8.12)
g1228	2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase	Phospho-N-acetylmuramoyl-pentapeptide-transferase_(2.7.8.13)
g1229	2.7.8.14	CDP-ribitol ribitolphosphotransferase	CDP-ribitol_ribitolphosphotransferase_(2.7.8.14)
g1230	2.7.8.20	Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase	Phosphatidylglycerol--membrane-oligosaccharide_glycerophosphotransferase_(2.7.8.20)
g1231	2.7.8.23	Carboxyvinyl-carboxyphosphonate phosphorylmutase	Carboxyvinyl-carboxyphosphonate_phosphorylmutase_(2.7.8.23)
g1232	2.7.8.24	Phosphatidylcholine synthase	Phosphatidylcholine_synthase_(2.7.8.24)
g1233	2.7.8.25	Transferred entry	Transferred_entry_(2.7.8.25)
g1234	2.7.8.26	Adenosylcobinamide-GDP ribazoletransferase	Adenosylcobinamide-GDP_ribazoletransferase_(2.7.8.26)
g1235	2.7.8.31	Undecaprenyl-phosphate glucose phosphotransferase	Undecaprenyl-phosphate_glucose_phosphotransferase_(2.7.8.31)
g1236	2.7.8.33	N-acetylglucosaminephosphotransferase	N-acetylglucosaminephosphotransferase_(2.7.8.33)
g1237	2.7.8.35	N-acetylglucosaminephosphotransferase	N-acetylglucosaminephosphotransferase_(2.7.8.35)
g1238	2.7.8.36	transferase	transferase_(2.7.8.36)
g1239	2.7.8.37	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase	Alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_(2.7.8.37)
g1240	2.7.8.40	N-acetylgalactosaminephosphotransferase	N-acetylgalactosaminephosphotransferase_(2.7.8.40)
g1241	2.7.8.42	Kdo(2)-lipid A phosphoethanolamine 7''-transferase	Kdo(2)-lipid_A_phosphoethanolamine_7''-transferase_(2.7.8.42)
g1242	2.7.8.44	NO NAME	NO_NAME_(2.7.8.44)
g1243	2.7.8.45	NO NAME	NO_NAME_(2.7.8.45)
g1244	2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase_(2.7.8.5)
g1245	2.7.8.6	Undecaprenyl-phosphate galactose phosphotransferase	Undecaprenyl-phosphate_galactose_phosphotransferase_(2.7.8.6)
g1246	2.7.8.7	Holo-[acyl-carrier-protein] synthase	Holo-[acyl-carrier-protein]_synthase_(2.7.8.7)
g1247	2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase	CDP-diacylglycerol--serine_O-phosphatidyltransferase_(2.7.8.8)
g1248	2.7.9.1	Pyruvate, phosphate dikinase	Pyruvate,_phosphate_dikinase_(2.7.9.1)
g1249	2.7.9.2	Pyruvate, water dikinase	Pyruvate,_water_dikinase_(2.7.9.2)
g1250	2.7.9.3	Selenide, water dikinase	Selenide,_water_dikinase_(2.7.9.3)
g1251	2.8.1.10	Thiazole synthase	Thiazole_synthase_(2.8.1.10)
g1252	2.8.1.11	Molybdopterin-synthase sulfurtransferase	Molybdopterin-synthase_sulfurtransferase_(2.8.1.11)
g1253	2.8.1.12	Molybdopterin synthase	Molybdopterin_synthase_(2.8.1.12)
g1254	2.8.1.13	tRNA-uridine 2-sulfurtransferase	tRNA-uridine_2-sulfurtransferase_(2.8.1.13)
g1255	2.8.1.1	Thiosulfate sulfurtransferase	Thiosulfate_sulfurtransferase_(2.8.1.1)
g1256	2.8.1.2	3-mercaptopyruvate sulfurtransferase	3-mercaptopyruvate_sulfurtransferase_(2.8.1.2)
g1257	2.8.1.4	tRNA sulfurtransferase	tRNA_sulfurtransferase_(2.8.1.4)
g1258	2.8.1.6	Biotin synthase	Biotin_synthase_(2.8.1.6)
g1259	2.8.1.7	Cysteine desulfurase	Cysteine_desulfurase_(2.8.1.7)
g1260	2.8.1.8	Lipoyl synthase	Lipoyl_synthase_(2.8.1.8)
g1261	2.8.2.22	Aryl-sulfate sulfotransferase	Aryl-sulfate_sulfotransferase_(2.8.2.22)
g1262	2.8.3.10	Citrate CoA-transferase	Citrate_CoA-transferase_(2.8.3.10)
g1263	2.8.3.11	Citramalate CoA-transferase	Citramalate_CoA-transferase_(2.8.3.11)
g1264	2.8.3.12	Glutaconate CoA-transferase	Glutaconate_CoA-transferase_(2.8.3.12)
g1265	2.8.3.15	Succinyl-CoA:(R)-benzylsuccinate CoA-transferase	Succinyl-CoA:(R)-benzylsuccinate_CoA-transferase_(2.8.3.15)
g1266	2.8.3.16	Formyl-CoA transferase	Formyl-CoA_transferase_(2.8.3.16)
g1267	2.8.3.17	Cinnamoyl-CoA:phenyllactate CoA-transferase	Cinnamoyl-CoA:phenyllactate_CoA-transferase_(2.8.3.17)
g1268	2.8.3.19	CoA:oxalate CoA-transferase	CoA:oxalate_CoA-transferase_(2.8.3.19)
g1269	2.8.3.1	Propionate CoA-transferase	Propionate_CoA-transferase_(2.8.3.1)
g1270	2.8.3.21	L-carnitine CoA-transferase	L-carnitine_CoA-transferase_(2.8.3.21)
g1271	2.8.3.25	NO NAME	NO_NAME_(2.8.3.25)
g1272	2.8.3.5	3-oxoacid CoA-transferase	3-oxoacid_CoA-transferase_(2.8.3.5)
g1273	2.8.3.6	3-oxoadipate CoA-transferase	3-oxoadipate_CoA-transferase_(2.8.3.6)
g1274	2.8.3.8	Acetate CoA-transferase	Acetate_CoA-transferase_(2.8.3.8)
g1275	2.8.3.9	Butyrate--acetoacetate CoA-transferase	Butyrate--acetoacetate_CoA-transferase_(2.8.3.9)
g1276	2.8.4.2	Arsenate-mycothiol transferase	Arsenate-mycothiol_transferase_(2.8.4.2)
g1277	2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	tRNA-2-methylthio-N(6)-dimethylallyladenosine_synthase_(2.8.4.3)
g1278	2.8.4.4	[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase	[Ribosomal_protein_S12]_(aspartate(89)-C(3))-methylthiotransferase_(2.8.4.4)
g1279	2.9.1.1	L-seryl-tRNA(Sec) selenium transferase	L-seryl-tRNA(Sec)_selenium_transferase_(2.9.1.1)
g1280	3.1.1.10	Tropinesterase	Tropinesterase_(3.1.1.10)
g1281	3.1.1.11	Pectinesterase	Pectinesterase_(3.1.1.11)
g1282	3.1.1.17	Gluconolactonase	Gluconolactonase_(3.1.1.17)
g1283	3.1.1.1	Carboxylesterase	Carboxylesterase_(3.1.1.1)
g1284	3.1.1.23	Acylglycerol lipase	Acylglycerol_lipase_(3.1.1.23)
g1285	3.1.1.24	3-oxoadipate enol-lactonase	3-oxoadipate_enol-lactonase_(3.1.1.24)
g1286	3.1.1.27	4-pyridoxolactonase	4-pyridoxolactonase_(3.1.1.27)
g1287	3.1.1.29	Aminoacyl-tRNA hydrolase	Aminoacyl-tRNA_hydrolase_(3.1.1.29)
g1288	3.1.1.2	Arylesterase	Arylesterase_(3.1.1.2)
g1289	3.1.1.31	6-phosphogluconolactonase	6-phosphogluconolactonase_(3.1.1.31)
g1290	3.1.1.32	Phospholipase A(1)	Phospholipase_A(1)_(3.1.1.32)
g1291	3.1.1.3	Triacylglycerol lipase	Triacylglycerol_lipase_(3.1.1.3)
g1292	3.1.1.41	Cephalosporin-C deacetylase	Cephalosporin-C_deacetylase_(3.1.1.41)
g1293	3.1.1.42	Chlorogenate hydrolase	Chlorogenate_hydrolase_(3.1.1.42)
g1294	3.1.1.45	Carboxymethylenebutenolidase	Carboxymethylenebutenolidase_(3.1.1.45)
g1295	3.1.1.47	1-alkyl-2-acetylglycerophosphocholine esterase	1-alkyl-2-acetylglycerophosphocholine_esterase_(3.1.1.47)
g1296	3.1.1.4	Phospholipase A(2)	Phospholipase_A(2)_(3.1.1.4)
g1297	3.1.1.53	Sialate O-acetylesterase	Sialate_O-acetylesterase_(3.1.1.53)
g1298	3.1.1.5	Lysophospholipase	Lysophospholipase_(3.1.1.5)
g1299	3.1.1.61	Protein-glutamate methylesterase	Protein-glutamate_methylesterase_(3.1.1.61)
g1300	3.1.1.6	Acetylesterase	Acetylesterase_(3.1.1.6)
g1301	3.1.1.72	Acetylxylan esterase	Acetylxylan_esterase_(3.1.1.72)
g1302	3.1.1.77	Acyloxyacyl hydrolase	Acyloxyacyl_hydrolase_(3.1.1.77)
g1303	3.1.1.79	Hormone-sensitive lipase	Hormone-sensitive_lipase_(3.1.1.79)
g1304	3.1.1.81	Quorum-quenching N-acyl-homoserine lactonase	Quorum-quenching_N-acyl-homoserine_lactonase_(3.1.1.81)
g1305	3.1.1.83	Monoterpene epsilon-lactone hydrolase	Monoterpene_epsilon-lactone_hydrolase_(3.1.1.83)
g1306	3.1.1.84	Cocaine esterase	Cocaine_esterase_(3.1.1.84)
g1307	3.1.1.85	Pimeloyl-[acyl-carrier protein] methyl ester esterase	Pimeloyl-[acyl-carrier_protein]_methyl_ester_esterase_(3.1.1.85)
g1308	3.1.1.88	Pyrethroid hydrolase	Pyrethroid_hydrolase_(3.1.1.88)
g1309	3.1.1.96	D-aminoacyl-tRNA deacylase	D-aminoacyl-tRNA_deacylase_(3.1.1.96)
g1310	3.1.11.1	Exodeoxyribonuclease I	Exodeoxyribonuclease_I_(3.1.11.1)
g1311	3.1.11.2	Exodeoxyribonuclease III	Exodeoxyribonuclease_III_(3.1.11.2)
g1312	3.1.11.3	Exodeoxyribonuclease (lambda-induced)	Exodeoxyribonuclease_(lambda-induced)_(3.1.11.3)
g1313	3.1.11.5	Exodeoxyribonuclease V	Exodeoxyribonuclease_V_(3.1.11.5)
g1314	3.1.11.6	Exodeoxyribonuclease VII	Exodeoxyribonuclease_VII_(3.1.11.6)
g1315	3.1.12.1	5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming)	5'_to_3'_exodeoxyribonuclease_(nucleoside_3'-phosphate-forming)_(3.1.12.1)
g1316	3.1.13.1	Exoribonuclease II	Exoribonuclease_II_(3.1.13.1)
g1317	3.1.13.5	Ribonuclease D	Ribonuclease_D_(3.1.13.5)
g1318	3.1.2.12	S-formylglutathione hydrolase	S-formylglutathione_hydrolase_(3.1.2.12)
g1319	3.1.2.14	Oleoyl-[acyl-carrier-protein] hydrolase	Oleoyl-[acyl-carrier-protein]_hydrolase_(3.1.2.14)
g1320	3.1.2.1	Acetyl-CoA hydrolase	Acetyl-CoA_hydrolase_(3.1.2.1)
g1321	3.1.2.20	Acyl-CoA hydrolase	Acyl-CoA_hydrolase_(3.1.2.20)
g1322	3.1.2.21	Dodecanoyl-[acyl-carrier-protein] hydrolase	Dodecanoyl-[acyl-carrier-protein]_hydrolase_(3.1.2.21)
g1323	3.1.2.23	4-hydroxybenzoyl-CoA thioesterase	4-hydroxybenzoyl-CoA_thioesterase_(3.1.2.23)
g1324	3.1.2.26	Bile-acid-CoA hydrolase	Bile-acid-CoA_hydrolase_(3.1.2.26)
g1325	3.1.2.27	Choloyl-CoA hydrolase	Choloyl-CoA_hydrolase_(3.1.2.27)
g1326	3.1.2.28	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	1,4-dihydroxy-2-naphthoyl-CoA_hydrolase_(3.1.2.28)
g1327	3.1.2.29	Fluoroacetyl-CoA thioesterase	Fluoroacetyl-CoA_thioesterase_(3.1.2.29)
g1328	3.1.2.2	Palmitoyl-CoA hydrolase	Palmitoyl-CoA_hydrolase_(3.1.2.2)
g1329	3.1.2.30	(3S)-malyl-CoA thioesterase	(3S)-malyl-CoA_thioesterase_(3.1.2.30)
g1330	3.1.2.4	3-hydroxyisobutyryl-CoA hydrolase	3-hydroxyisobutyryl-CoA_hydrolase_(3.1.2.4)
g1331	3.1.2.6	Hydroxyacylglutathione hydrolase	Hydroxyacylglutathione_hydrolase_(3.1.2.6)
g1332	3.1.21.1	Deoxyribonuclease I	Deoxyribonuclease_I_(3.1.21.1)
g1333	3.1.21.2	Deoxyribonuclease IV	Deoxyribonuclease_IV_(3.1.21.2)
g1334	3.1.21.3	Type I site-specific deoxyribonuclease	Type_I_site-specific_deoxyribonuclease_(3.1.21.3)
g1335	3.1.21.4	Type II site-specific deoxyribonuclease	Type_II_site-specific_deoxyribonuclease_(3.1.21.4)
g1336	3.1.21.5	Type III site-specific deoxyribonuclease	Type_III_site-specific_deoxyribonuclease_(3.1.21.5)
g1337	3.1.21.7	Deoxyribonuclease V	Deoxyribonuclease_V_(3.1.21.7)
g1338	3.1.21.8	T(4) deoxyribonuclease II	T(4)_deoxyribonuclease_II_(3.1.21.8)
g1339	3.1.21.9	T(4) deoxyribonuclease IV	T(4)_deoxyribonuclease_IV_(3.1.21.9)
g1340	3.1.22.4	Crossover junction endodeoxyribonuclease	Crossover_junction_endodeoxyribonuclease_(3.1.22.4)
g1341	3.1.25.1	Deoxyribonuclease (pyrimidine dimer)	Deoxyribonuclease_(pyrimidine_dimer)_(3.1.25.1)
g1342	3.1.26.11	Ribonuclease Z	Ribonuclease_Z_(3.1.26.11)
g1343	3.1.26.12	Ribonuclease E	Ribonuclease_E_(3.1.26.12)
