feature_id	feature	feature description	feature_full
g2012	4.2.1.82	Xylonate dehydratase	Xylonate_dehydratase_(4.2.1.82)
g2013	4.2.1.84	Nitrile hydratase	Nitrile_hydratase_(4.2.1.84)
g2014	4.2.1.85	Dimethylmaleate hydratase	Dimethylmaleate_hydratase_(4.2.1.85)
g2015	4.2.1.89	Transferred entry	Transferred_entry_(4.2.1.89)
g2016	4.2.1.8	Mannonate dehydratase	Mannonate_dehydratase_(4.2.1.8)
g2017	4.2.1.90	L-rhamnonate dehydratase	L-rhamnonate_dehydratase_(4.2.1.90)
g2018	4.2.1.91	Arogenate dehydratase	Arogenate_dehydratase_(4.2.1.91)
g2019	4.2.1.96	4a-hydroxytetrahydrobiopterin dehydratase	4a-hydroxytetrahydrobiopterin_dehydratase_(4.2.1.96)
g2020	4.2.1.99	2-methylisocitrate dehydratase	2-methylisocitrate_dehydratase_(4.2.1.99)
g2021	4.2.1.9	Dihydroxy-acid dehydratase	Dihydroxy-acid_dehydratase_(4.2.1.9)
g2022	4.2.2.12	Xanthan lyase	Xanthan_lyase_(4.2.2.12)
g2023	4.2.2.15	Anhydrosialidase	Anhydrosialidase_(4.2.2.15)
g2024	4.2.2.17	Inulin fructotransferase (DFA-I-forming)	Inulin_fructotransferase_(DFA-I-forming)_(4.2.2.17)
g2025	4.2.2.1	Hyaluronate lyase	Hyaluronate_lyase_(4.2.2.1)
g2026	4.2.2.20	Chondroitin-sulfate-ABC endolyase	Chondroitin-sulfate-ABC_endolyase_(4.2.2.20)
g2027	4.2.2.21	Chondroitin-sulfate-ABC exolyase	Chondroitin-sulfate-ABC_exolyase_(4.2.2.21)
g2028	4.2.2.22	Pectate trisaccharide-lyase	Pectate_trisaccharide-lyase_(4.2.2.22)
g2029	4.2.2.23	Rhamnogalacturonan endolyase	Rhamnogalacturonan_endolyase_(4.2.2.23)
g2030	4.2.2.25	Gellan lyase	Gellan_lyase_(4.2.2.25)
g2031	4.2.2.2	Pectate lyase	Pectate_lyase_(4.2.2.2)
g2032	4.2.2.5	Chondroitin AC lyase	Chondroitin_AC_lyase_(4.2.2.5)
g2033	4.2.2.6	Oligogalacturonide lyase	Oligogalacturonide_lyase_(4.2.2.6)
g2034	4.2.2.7	Heparin lyase	Heparin_lyase_(4.2.2.7)
g2035	4.2.2.8	Heparin-sulfate lyase	Heparin-sulfate_lyase_(4.2.2.8)
g2036	4.2.2.9	Pectate disaccharide-lyase	Pectate_disaccharide-lyase_(4.2.2.9)
g2037	4.2.2.n1	Peptidoglycan lytic exotransglycosylase	Peptidoglycan_lytic_exotransglycosylase_(4.2.2.n1)
g2038	4.2.2.n2	Peptidoglycan lytic endotransglycosylase	Peptidoglycan_lytic_endotransglycosylase_(4.2.2.n2)
g2039	4.2.3.12	6-pyruvoyltetrahydropterin synthase	6-pyruvoyltetrahydropterin_synthase_(4.2.3.12)
g2040	4.2.3.1	Threonine synthase	Threonine_synthase_(4.2.3.1)
g2041	4.2.3.3	Methylglyoxal synthase	Methylglyoxal_synthase_(4.2.3.3)
g2042	4.2.3.4	3-dehydroquinate synthase	3-dehydroquinate_synthase_(4.2.3.4)
g2043	4.2.3.5	Chorismate synthase	Chorismate_synthase_(4.2.3.5)
g2044	4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase	DNA-(apurinic_or_apyrimidinic_site)_lyase_(4.2.99.18)
g2045	4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate_synthase_(4.2.99.20)
g2046	4.2.99.9	Transferred entry	Transferred_entry_(4.2.99.9)
g2047	4.3.1.12	Ornithine cyclodeaminase	Ornithine_cyclodeaminase_(4.3.1.12)
g2048	4.3.1.14	3-aminobutyryl-CoA ammonia-lyase	3-aminobutyryl-CoA_ammonia-lyase_(4.3.1.14)
g2049	4.3.1.15	Diaminopropionate ammonia-lyase	Diaminopropionate_ammonia-lyase_(4.3.1.15)
g2050	4.3.1.17	L-serine ammonia-lyase	L-serine_ammonia-lyase_(4.3.1.17)
g2051	4.3.1.18	D-serine ammonia-lyase	D-serine_ammonia-lyase_(4.3.1.18)
g2052	4.3.1.19	Threonine ammonia-lyase	Threonine_ammonia-lyase_(4.3.1.19)
g2053	4.3.1.1	Aspartate ammonia-lyase	Aspartate_ammonia-lyase_(4.3.1.1)
g2054	4.3.1.28	L-lysine cyclodeaminase	L-lysine_cyclodeaminase_(4.3.1.28)
g2055	4.3.1.29	D-glucosaminate-6-phosphate ammonia lyase	D-glucosaminate-6-phosphate_ammonia_lyase_(4.3.1.29)
g2056	4.3.1.2	Methylaspartate ammonia-lyase	Methylaspartate_ammonia-lyase_(4.3.1.2)
g2057	4.3.1.3	Histidine ammonia-lyase	Histidine_ammonia-lyase_(4.3.1.3)
g2058	4.3.1.4	Formimidoyltetrahydrofolate cyclodeaminase	Formimidoyltetrahydrofolate_cyclodeaminase_(4.3.1.4)
g2059	4.3.1.6	Beta-alanyl-CoA ammonia-lyase	Beta-alanyl-CoA_ammonia-lyase_(4.3.1.6)
g2060	4.3.1.7	Ethanolamine ammonia-lyase	Ethanolamine_ammonia-lyase_(4.3.1.7)
g2061	4.3.2.10	NO NAME	NO_NAME_(4.3.2.10)
g2062	4.3.2.1	Argininosuccinate lyase	Argininosuccinate_lyase_(4.3.2.1)
g2063	4.3.2.2	Adenylosuccinate lyase	Adenylosuccinate_lyase_(4.3.2.2)
g2064	4.3.2.3	Ureidoglycolate lyase	Ureidoglycolate_lyase_(4.3.2.3)
g2065	4.3.2.7	NO NAME	NO_NAME_(4.3.2.7)
g2066	4.3.3.5	4'-demethylrebeccamycin synthase	4'-demethylrebeccamycin_synthase_(4.3.3.5)
g2067	4.3.3.6	Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)	Pyridoxal_5'-phosphate_synthase_(glutamine_hydrolyzing)_(4.3.3.6)
g2068	4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase	4-hydroxy-tetrahydrodipicolinate_synthase_(4.3.3.7)
g2069	4.3.99.2	Carboxybiotin decarboxylase	Carboxybiotin_decarboxylase_(4.3.99.2)
g2070	4.3.99.3	7-carboxy-7-deazaguanine synthase	7-carboxy-7-deazaguanine_synthase_(4.3.99.3)
g2071	4.3.99.4	Choline trimethylamine-lyase	Choline_trimethylamine-lyase_(4.3.99.4)
g2072	4.4.1.11	Methionine gamma-lyase	Methionine_gamma-lyase_(4.4.1.11)
g2073	4.4.1.13	Cysteine-S-conjugate beta-lyase	Cysteine-S-conjugate_beta-lyase_(4.4.1.13)
g2074	4.4.1.15	D-cysteine desulfhydrase	D-cysteine_desulfhydrase_(4.4.1.15)
g2075	4.4.1.16	Selenocysteine lyase	Selenocysteine_lyase_(4.4.1.16)
g2076	4.4.1.17	Holocytochrome-c synthase	Holocytochrome-c_synthase_(4.4.1.17)
g2077	4.4.1.19	Phosphosulfolactate synthase	Phosphosulfolactate_synthase_(4.4.1.19)
g2078	4.4.1.1	Cystathionine gamma-lyase	Cystathionine_gamma-lyase_(4.4.1.1)
g2079	4.4.1.21	S-ribosylhomocysteine lyase	S-ribosylhomocysteine_lyase_(4.4.1.21)
g2080	4.4.1.22	S-(hydroxymethyl)glutathione synthase	S-(hydroxymethyl)glutathione_synthase_(4.4.1.22)
g2081	4.4.1.23	2-hydroxypropyl-CoM lyase	2-hydroxypropyl-CoM_lyase_(4.4.1.23)
g2082	4.4.1.24	(2R)-sulfolactate sulfo-lyase	(2R)-sulfolactate_sulfo-lyase_(4.4.1.24)
g2083	4.4.1.25	L-cysteate sulfo-lyase	L-cysteate_sulfo-lyase_(4.4.1.25)
g2084	4.4.1.28	L-cysteine desulfidase	L-cysteine_desulfidase_(4.4.1.28)
g2085	4.4.1.2	Homocysteine desulfhydrase	Homocysteine_desulfhydrase_(4.4.1.2)
g2086	4.4.1.37	NO NAME	NO_NAME_(4.4.1.37)
g2087	4.4.1.5	Lactoylglutathione lyase	Lactoylglutathione_lyase_(4.4.1.5)
g2088	4.4.1.8	Cystathionine beta-lyase	Cystathionine_beta-lyase_(4.4.1.8)
g2089	4.4.1.9	L-3-cyanoalanine synthase	L-3-cyanoalanine_synthase_(4.4.1.9)
g2090	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	2-C-methyl-D-erythritol_2,4-cyclodiphosphate_synthase_(4.6.1.12)
g2091	4.6.1.13	Phosphatidylinositol diacylglycerol-lyase	Phosphatidylinositol_diacylglycerol-lyase_(4.6.1.13)
g2092	4.6.1.17	NO NAME	NO_NAME_(4.6.1.17)
g2093	4.6.1.1	Adenylate cyclase	Adenylate_cyclase_(4.6.1.1)
g2094	4.7.1.1	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase	Alpha-D-ribose_1-methylphosphonate_5-phosphate_C-P-lyase_(4.7.1.1)
g2095	4.99.1.12	NO NAME	NO_NAME_(4.99.1.12)
g2096	4.99.1.1	Ferrochelatase	Ferrochelatase_(4.99.1.1)
g2097	4.99.1.2	Alkylmercury lyase	Alkylmercury_lyase_(4.99.1.2)
g2098	4.99.1.3	Sirohydrochlorin cobaltochelatase	Sirohydrochlorin_cobaltochelatase_(4.99.1.3)
g2099	4.99.1.4	Sirohydrochlorin ferrochelatase	Sirohydrochlorin_ferrochelatase_(4.99.1.4)
g2100	4.99.1.7	Phenylacetaldoxime dehydratase	Phenylacetaldoxime_dehydratase_(4.99.1.7)
g2101	5.1.1.11	Phenylalanine racemase (ATP-hydrolyzing)	Phenylalanine_racemase_(ATP-hydrolyzing)_(5.1.1.11)
g2102	5.1.1.12	Ornithine racemase	Ornithine_racemase_(5.1.1.12)
g2103	5.1.1.13	Aspartate racemase	Aspartate_racemase_(5.1.1.13)
g2104	5.1.1.17	Isopenicillin-N epimerase	Isopenicillin-N_epimerase_(5.1.1.17)
g2105	5.1.1.1	Alanine racemase	Alanine_racemase_(5.1.1.1)
g2106	5.1.1.20	L-Ala-D/L-Glu epimerase	L-Ala-D/L-Glu_epimerase_(5.1.1.20)
g2107	5.1.1.3	Glutamate racemase	Glutamate_racemase_(5.1.1.3)
g2108	5.1.1.4	Proline racemase	Proline_racemase_(5.1.1.4)
g2109	5.1.1.7	Diaminopimelate epimerase	Diaminopimelate_epimerase_(5.1.1.7)
g2110	5.1.1.8	4-hydroxyproline epimerase	4-hydroxyproline_epimerase_(5.1.1.8)
g2111	5.1.1.n1	Transferred entry	Transferred_entry_(5.1.1.n1)
g2112	5.1.2.1	Lactate racemase	Lactate_racemase_(5.1.2.1)
g2113	5.1.2.2	Mandelate racemase	Mandelate_racemase_(5.1.2.2)
g2114	5.1.2.3	3-hydroxybutyryl-CoA epimerase	3-hydroxybutyryl-CoA_epimerase_(5.1.2.3)
g2115	5.1.3.10	CDP-paratose 2-epimerase	CDP-paratose_2-epimerase_(5.1.3.10)
g2116	5.1.3.11	Cellobiose epimerase	Cellobiose_epimerase_(5.1.3.11)
g2117	5.1.3.12	UDP-glucuronate 5'-epimerase	UDP-glucuronate_5'-epimerase_(5.1.3.12)
g2118	5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase	dTDP-4-dehydrorhamnose_3,5-epimerase_(5.1.3.13)
g2119	5.1.3.14	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	UDP-N-acetylglucosamine_2-epimerase_(non-hydrolyzing)_(5.1.3.14)
g2120	5.1.3.15	Glucose-6-phosphate 1-epimerase	Glucose-6-phosphate_1-epimerase_(5.1.3.15)
g2121	5.1.3.1	Ribulose-phosphate 3-epimerase	Ribulose-phosphate_3-epimerase_(5.1.3.1)
g2122	5.1.3.20	ADP-glyceromanno-heptose 6-epimerase	ADP-glyceromanno-heptose_6-epimerase_(5.1.3.20)
g2123	5.1.3.21	Maltose epimerase	Maltose_epimerase_(5.1.3.21)
g2124	5.1.3.22	L-ribulose-5-phosphate 3-epimerase	L-ribulose-5-phosphate_3-epimerase_(5.1.3.22)
g2125	5.1.3.23	UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase	UDP-2,3-diacetamido-2,3-dideoxyglucuronic_acid_2-epimerase_(5.1.3.23)
g2126	5.1.3.24	N-acetylneuraminate epimerase	N-acetylneuraminate_epimerase_(5.1.3.24)
g2127	5.1.3.26	4-epimerase	4-epimerase_(5.1.3.26)
g2128	5.1.3.29	L-fucose mutarotase	L-fucose_mutarotase_(5.1.3.29)
g2129	5.1.3.2	UDP-glucose 4-epimerase	UDP-glucose_4-epimerase_(5.1.3.2)
g2130	5.1.3.30	D-psicose 3-epimerase	D-psicose_3-epimerase_(5.1.3.30)
g2131	5.1.3.32	L-rhamnose mutarotase	L-rhamnose_mutarotase_(5.1.3.32)
g2132	5.1.3.37	NO NAME	NO_NAME_(5.1.3.37)
g2133	5.1.3.3	Aldose 1-epimerase	Aldose_1-epimerase_(5.1.3.3)
g2134	5.1.3.41	NO NAME	NO_NAME_(5.1.3.41)
g2135	5.1.3.4	L-ribulose-5-phosphate 4-epimerase	L-ribulose-5-phosphate_4-epimerase_(5.1.3.4)
g2136	5.1.3.5	UDP-arabinose 4-epimerase	UDP-arabinose_4-epimerase_(5.1.3.5)
g2137	5.1.3.6	UDP-glucuronate 4-epimerase	UDP-glucuronate_4-epimerase_(5.1.3.6)
g2138	5.1.3.7	UDP-N-acetylglucosamine 4-epimerase	UDP-N-acetylglucosamine_4-epimerase_(5.1.3.7)
g2139	5.1.3.8	N-acylglucosamine 2-epimerase	N-acylglucosamine_2-epimerase_(5.1.3.8)
g2140	5.1.3.9	N-acylglucosamine-6-phosphate 2-epimerase	N-acylglucosamine-6-phosphate_2-epimerase_(5.1.3.9)
g2141	5.1.3.n2	Transferred entry	Transferred_entry_(5.1.3.n2)
g2142	5.1.99.1	Methylmalonyl-CoA epimerase	Methylmalonyl-CoA_epimerase_(5.1.99.1)
g2143	5.1.99.4	Alpha-methylacyl-CoA racemase	Alpha-methylacyl-CoA_racemase_(5.1.99.4)
g2144	5.1.99.5	Hydantoin racemase	Hydantoin_racemase_(5.1.99.5)
g2145	5.1.99.6	NAD(P)H-hydrate epimerase	NAD(P)H-hydrate_epimerase_(5.1.99.6)
g2146	5.1.99.7	Dihydroneopterin triphosphate 2'-epimerase	Dihydroneopterin_triphosphate_2'-epimerase_(5.1.99.7)
g2147	5.1.99.8	NO NAME	NO_NAME_(5.1.99.8)
g2148	5.2.1.1	Maleate isomerase	Maleate_isomerase_(5.2.1.1)
g2149	5.2.1.2	Maleylacetoacetate isomerase	Maleylacetoacetate_isomerase_(5.2.1.2)
g2150	5.2.1.5	Linoleate isomerase	Linoleate_isomerase_(5.2.1.5)
g2151	5.2.1.8	Peptidylprolyl isomerase	Peptidylprolyl_isomerase_(5.2.1.8)
g2152	5.3.1.12	Glucuronate isomerase	Glucuronate_isomerase_(5.3.1.12)
g2153	5.3.1.13	Arabinose-5-phosphate isomerase	Arabinose-5-phosphate_isomerase_(5.3.1.13)
g2154	5.3.1.14	L-rhamnose isomerase	L-rhamnose_isomerase_(5.3.1.14)
g2155	5.3.1.15	D-lyxose ketol-isomerase	D-lyxose_ketol-isomerase_(5.3.1.15)
g2156	5.3.1.16	isomerase	isomerase_(5.3.1.16)
g2157	5.3.1.17	5-dehydro-4-deoxy-D-glucuronate isomerase	5-dehydro-4-deoxy-D-glucuronate_isomerase_(5.3.1.17)
g2158	5.3.1.1	Triose-phosphate isomerase	Triose-phosphate_isomerase_(5.3.1.1)
g2159	5.3.1.22	Hydroxypyruvate isomerase	Hydroxypyruvate_isomerase_(5.3.1.22)
g2160	5.3.1.23	S-methyl-5-thioribose-1-phosphate isomerase	S-methyl-5-thioribose-1-phosphate_isomerase_(5.3.1.23)
g2161	5.3.1.24	Phosphoribosylanthranilate isomerase	Phosphoribosylanthranilate_isomerase_(5.3.1.24)
g2162	5.3.1.25	L-fucose isomerase	L-fucose_isomerase_(5.3.1.25)
g2163	5.3.1.26	Galactose-6-phosphate isomerase	Galactose-6-phosphate_isomerase_(5.3.1.26)
g2164	5.3.1.27	6-phospho-3-hexuloisomerase	6-phospho-3-hexuloisomerase_(5.3.1.27)
g2165	5.3.1.28	D-sedoheptulose 7-phosphate isomerase	D-sedoheptulose_7-phosphate_isomerase_(5.3.1.28)
g2166	5.3.1.30	5-deoxy-glucuronate isomerase	5-deoxy-glucuronate_isomerase_(5.3.1.30)
g2167	5.3.1.31	Sulfoquinovose isomerase	Sulfoquinovose_isomerase_(5.3.1.31)
g2168	5.3.1.32	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione_isomerase_(5.3.1.32)
g2169	5.3.1.35	NO NAME	NO_NAME_(5.3.1.35)
g2170	5.3.1.3	D-arabinose isomerase	D-arabinose_isomerase_(5.3.1.3)
g2171	5.3.1.4	L-arabinose isomerase	L-arabinose_isomerase_(5.3.1.4)
g2172	5.3.1.5	Xylose isomerase	Xylose_isomerase_(5.3.1.5)
g2173	5.3.1.6	Ribose-5-phosphate isomerase	Ribose-5-phosphate_isomerase_(5.3.1.6)
g2174	5.3.1.8	Mannose-6-phosphate isomerase	Mannose-6-phosphate_isomerase_(5.3.1.8)
g2175	5.3.1.9	Glucose-6-phosphate isomerase	Glucose-6-phosphate_isomerase_(5.3.1.9)
g2176	5.3.1.n1	Transferred entry	Transferred_entry_(5.3.1.n1)
g2177	5.3.2.1	Phenylpyruvate tautomerase	Phenylpyruvate_tautomerase_(5.3.2.1)
g2178	5.3.2.2	Oxaloacetate tautomerase	Oxaloacetate_tautomerase_(5.3.2.2)
g2179	5.3.2.3	deoxy-alpha-D-galactopyranose-forming)	deoxy-alpha-D-galactopyranose-forming)_(5.3.2.3)
g2180	5.3.2.6	2-hydroxymuconate tautomerase	2-hydroxymuconate_tautomerase_(5.3.2.6)
g2181	5.3.3.10	5-carboxymethyl-2-hydroxymuconate Delta-isomerase	5-carboxymethyl-2-hydroxymuconate_Delta-isomerase_(5.3.3.10)
g2182	5.3.3.14	Trans-2-decenoyl-[acyl-carrier-protein] isomerase	Trans-2-decenoyl-[acyl-carrier-protein]_isomerase_(5.3.3.14)
g2183	5.3.3.17	Trans-2,3-dihydro-3-hydroxyanthranilate isomerase	Trans-2,3-dihydro-3-hydroxyanthranilate_isomerase_(5.3.3.17)
g2184	5.3.3.18	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA_isomerase_(5.3.3.18)
g2185	5.3.3.2	Isopentenyl-diphosphate Delta-isomerase	Isopentenyl-diphosphate_Delta-isomerase_(5.3.3.2)
g2186	5.3.3.3	Vinylacetyl-CoA Delta-isomerase	Vinylacetyl-CoA_Delta-isomerase_(5.3.3.3)
g2187	5.3.3.4	Muconolactone Delta-isomerase	Muconolactone_Delta-isomerase_(5.3.3.4)
g2188	5.3.3.6	Methylitaconate Delta-isomerase	Methylitaconate_Delta-isomerase_(5.3.3.6)
g2189	5.3.3.8	Dodecenoyl-CoA isomerase	Dodecenoyl-CoA_isomerase_(5.3.3.8)
g2190	5.3.4.1	Protein disulfide-isomerase	Protein_disulfide-isomerase_(5.3.4.1)
g2191	5.3.99.11	2-keto-myo-inositol isomerase	2-keto-myo-inositol_isomerase_(5.3.99.11)
g2192	5.3.99.n1	Transferred entry	Transferred_entry_(5.3.99.n1)
g2193	5.4.1.2	Transferred entry	Transferred_entry_(5.4.1.2)
g2194	5.4.2.10	Phosphoglucosamine mutase	Phosphoglucosamine_mutase_(5.4.2.10)
g2195	5.4.2.11	Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	Phosphoglycerate_mutase_(2,3-diphosphoglycerate-dependent)_(5.4.2.11)
g2196	5.4.2.12	Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	Phosphoglycerate_mutase_(2,3-diphosphoglycerate-independent)_(5.4.2.12)
g2197	5.4.2.1	Transferred entry	Transferred_entry_(5.4.2.1)
g2198	5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	Phosphoglucomutase_(alpha-D-glucose-1,6-bisphosphate-dependent)_(5.4.2.2)
g2199	5.4.2.3	Phosphoacetylglucosamine mutase	Phosphoacetylglucosamine_mutase_(5.4.2.3)
g2200	5.4.2.6	Beta-phosphoglucomutase	Beta-phosphoglucomutase_(5.4.2.6)
g2201	5.4.2.7	Phosphopentomutase	Phosphopentomutase_(5.4.2.7)
g2202	5.4.2.8	Phosphomannomutase	Phosphomannomutase_(5.4.2.8)
g2203	5.4.2.9	Phosphoenolpyruvate mutase	Phosphoenolpyruvate_mutase_(5.4.2.9)
g2204	5.4.3.2	Lysine 2,3-aminomutase	Lysine_2,3-aminomutase_(5.4.3.2)
g2205	5.4.3.3	Beta-lysine 5,6-aminomutase	Beta-lysine_5,6-aminomutase_(5.4.3.3)
g2206	5.4.3.5	D-ornithine 4,5-aminomutase	D-ornithine_4,5-aminomutase_(5.4.3.5)
g2207	5.4.3.6	Tyrosine 2,3-aminomutase	Tyrosine_2,3-aminomutase_(5.4.3.6)
g2208	5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase	Glutamate-1-semialdehyde_2,1-aminomutase_(5.4.3.8)
g2209	5.4.3.9	Glutamate 2,3-aminomutase	Glutamate_2,3-aminomutase_(5.4.3.9)
g2210	5.4.4.2	Isochorismate synthase	Isochorismate_synthase_(5.4.4.2)
g2211	5.4.99.11	Isomaltulose synthase	Isomaltulose_synthase_(5.4.99.11)
g2212	5.4.99.12	tRNA pseudouridine(38-40) synthase	tRNA_pseudouridine(38-40)_synthase_(5.4.99.12)
g2213	5.4.99.13	Isobutyryl-CoA mutase	Isobutyryl-CoA_mutase_(5.4.99.13)
g2214	5.4.99.15	(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase	(1->4)-alpha-D-glucan_1-alpha-D-glucosylmutase_(5.4.99.15)
g2215	5.4.99.16	Maltose alpha-D-glucosyltransferase	Maltose_alpha-D-glucosyltransferase_(5.4.99.16)
g2216	5.4.99.18	5-(carboxyamino)imidazole ribonucleotide mutase	5-(carboxyamino)imidazole_ribonucleotide_mutase_(5.4.99.18)
g2217	5.4.99.19	16S rRNA pseudouridine(516) synthase	16S_rRNA_pseudouridine(516)_synthase_(5.4.99.19)
g2218	5.4.99.1	Methylaspartate mutase	Methylaspartate_mutase_(5.4.99.1)
g2219	5.4.99.20	23S rRNA pseudouridine(2457) synthase	23S_rRNA_pseudouridine(2457)_synthase_(5.4.99.20)
g2220	5.4.99.21	23S rRNA pseudouridine(2604) synthase	23S_rRNA_pseudouridine(2604)_synthase_(5.4.99.21)
g2221	5.4.99.22	23S rRNA pseudouridine(2605) synthase	23S_rRNA_pseudouridine(2605)_synthase_(5.4.99.22)
g2222	5.4.99.23	23S rRNA pseudouridine(1911/1915/1917) synthase	23S_rRNA_pseudouridine(1911/1915/1917)_synthase_(5.4.99.23)
g2223	5.4.99.24	23S rRNA pseudouridine(955/2504/2580) synthase	23S_rRNA_pseudouridine(955/2504/2580)_synthase_(5.4.99.24)
g2224	5.4.99.25	tRNA pseudouridine(55) synthase	tRNA_pseudouridine(55)_synthase_(5.4.99.25)
g2225	5.4.99.26	tRNA pseudouridine(65) synthase	tRNA_pseudouridine(65)_synthase_(5.4.99.26)
g2226	5.4.99.27	tRNA pseudouridine(13) synthase	tRNA_pseudouridine(13)_synthase_(5.4.99.27)
g2227	5.4.99.28	tRNA pseudouridine(32) synthase	tRNA_pseudouridine(32)_synthase_(5.4.99.28)
g2228	5.4.99.29	23S rRNA pseudouridine(746) synthase	23S_rRNA_pseudouridine(746)_synthase_(5.4.99.29)
g2229	5.4.99.2	Methylmalonyl-CoA mutase	Methylmalonyl-CoA_mutase_(5.4.99.2)
g2230	5.4.99.43	21S rRNA pseudouridine(2819) synthase	21S_rRNA_pseudouridine(2819)_synthase_(5.4.99.43)
g2231	5.4.99.59	dTDP-fucopyranose mutase	dTDP-fucopyranose_mutase_(5.4.99.59)
g2232	5.4.99.5	Chorismate mutase	Chorismate_mutase_(5.4.99.5)
g2233	5.4.99.61	Precorrin-8X methylmutase	Precorrin-8X_methylmutase_(5.4.99.61)
g2234	5.4.99.62	D-ribose pyranase	D-ribose_pyranase_(5.4.99.62)
g2235	5.4.99.9	UDP-galactopyranose mutase	UDP-galactopyranose_mutase_(5.4.99.9)
g2236	5.5.1.19	Lycopene beta-cyclase	Lycopene_beta-cyclase_(5.5.1.19)
g2237	5.5.1.1	Muconate cycloisomerase	Muconate_cycloisomerase_(5.5.1.1)
g2238	5.5.1.2	3-carboxy-cis,cis-muconate cycloisomerase	3-carboxy-cis,cis-muconate_cycloisomerase_(5.5.1.2)
g2239	5.5.1.4	Inositol-3-phosphate synthase	Inositol-3-phosphate_synthase_(5.5.1.4)
g2240	5.5.1.5	Carboxy-cis,cis-muconate cyclase	Carboxy-cis,cis-muconate_cyclase_(5.5.1.5)
g2241	5.5.1.7	Chloromuconate cycloisomerase	Chloromuconate_cycloisomerase_(5.5.1.7)
g2242	5.99.1.2	DNA topoisomerase	DNA_topoisomerase_(5.99.1.2)
g2243	5.99.1.3	DNA topoisomerase (ATP-hydrolyzing)	DNA_topoisomerase_(ATP-hydrolyzing)_(5.99.1.3)
g2244	5.99.1.4	2-hydroxychromene-2-carboxylate isomerase	2-hydroxychromene-2-carboxylate_isomerase_(5.99.1.4)
g2245	6.1.1.10	Methionine--tRNA ligase	Methionine--tRNA_ligase_(6.1.1.10)
g2246	6.1.1.11	Serine--tRNA ligase	Serine--tRNA_ligase_(6.1.1.11)
g2247	6.1.1.12	Aspartate--tRNA ligase	Aspartate--tRNA_ligase_(6.1.1.12)
g2248	6.1.1.13	D-alanine--poly(phosphoribitol) ligase	D-alanine--poly(phosphoribitol)_ligase_(6.1.1.13)
g2249	6.1.1.14	Glycine--tRNA ligase	Glycine--tRNA_ligase_(6.1.1.14)
g2250	6.1.1.15	Proline--tRNA ligase	Proline--tRNA_ligase_(6.1.1.15)
g2251	6.1.1.16	Cysteine--tRNA ligase	Cysteine--tRNA_ligase_(6.1.1.16)
g2252	6.1.1.17	Glutamate--tRNA ligase	Glutamate--tRNA_ligase_(6.1.1.17)
g2253	6.1.1.18	Glutamine--tRNA ligase	Glutamine--tRNA_ligase_(6.1.1.18)
g2254	6.1.1.19	Arginine--tRNA ligase	Arginine--tRNA_ligase_(6.1.1.19)
g2255	6.1.1.1	Tyrosine--tRNA ligase	Tyrosine--tRNA_ligase_(6.1.1.1)
g2256	6.1.1.20	Phenylalanine--tRNA ligase	Phenylalanine--tRNA_ligase_(6.1.1.20)
g2257	6.1.1.21	Histidine--tRNA ligase	Histidine--tRNA_ligase_(6.1.1.21)
g2258	6.1.1.22	Asparagine--tRNA ligase	Asparagine--tRNA_ligase_(6.1.1.22)
g2259	6.1.1.23	Aspartate--tRNA(Asn) ligase	Aspartate--tRNA(Asn)_ligase_(6.1.1.23)
g2260	6.1.1.24	Glutamate--tRNA(Gln) ligase	Glutamate--tRNA(Gln)_ligase_(6.1.1.24)
g2261	6.1.1.2	Tryptophan--tRNA ligase	Tryptophan--tRNA_ligase_(6.1.1.2)
g2262	6.1.1.3	Threonine--tRNA ligase	Threonine--tRNA_ligase_(6.1.1.3)
g2263	6.1.1.4	Leucine--tRNA ligase	Leucine--tRNA_ligase_(6.1.1.4)
g2264	6.1.1.5	Isoleucine--tRNA ligase	Isoleucine--tRNA_ligase_(6.1.1.5)
g2265	6.1.1.6	Lysine--tRNA ligase	Lysine--tRNA_ligase_(6.1.1.6)
g2266	6.1.1.7	Alanine--tRNA ligase	Alanine--tRNA_ligase_(6.1.1.7)
