"","mean","sd","tax_id","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Bifidobacterium",0.62600839841517,1.10524673289389,"Bifidobacterium","Bifidobacterium","India",283,279,287,0.986062717770035,0.97212543554007,0.465463554006969,0.260081799327002,"Malawi",67,66,75,0.893333333333333,0.88,0.2086544,0.243356479143641,0.000590862609222673,0.00262278010455992,0.0013471667490277,1,0.00786834031367975,1,0.0927293844367015,0.0921254355400697,TRUE,TRUE,1,1,"1","1",0.848,0.0706821023736532
"Acinetobacter",0.573704732143262,0.978255463941419,"Acinetobacter","Acinetobacter","India",56,13,287,0.195121951219512,0.0452961672473868,0.000207386759581882,0.0011939643375765,"Malawi",51,30,75,0.68,0.4,0.0245888,0.082099461251154,4.48632839241136e-15,7.03409548538015e-14,1.70480478911632e-13,1,3.79841156210528e-12,1,-0.484878048780488,-0.354703832752613,FALSE,FALSE,2,1,"2","2",0.848,0.0706821023736532
"Streptococcus",0.442751443586162,0.776289223019223,"Streptococcus","Streptococcus","India",287,284,287,1,0.989547038327526,0.105703414634146,0.123870638718589,"Malawi",75,68,75,1,0.906666666666667,0.0450256,0.079627106247165,1,0.000901404347904908,NA,NA,0.00347684534191893,1,0,0.0828803716608595,FALSE,TRUE,3,1,"ns","1",0.848,0.0706821023736532
"Dialister",0.349631360828645,0.638289851672066,"Dialister","Dialister","India",21,7,287,0.0731707317073171,0.024390243902439,0.000426341463414634,0.00372246894276476,"Malawi",32,12,75,0.426666666666667,0.16,0.00233333333333333,0.00971393500767497,3.80271786341288e-12,4.17199275620472e-05,8.67019672858136e-11,1,0.000250319565372283,1,-0.35349593495935,-0.135609756097561,FALSE,FALSE,4,1,"2","2",0.848,0.0706821023736532
"Enhydrobacter",0.345909458206117,0.60628260607164,"Enhydrobacter","Enhydrobacter","India",2,0,287,0.00696864111498258,0,5.57491289198606e-07,6.6665854465785e-06,"Malawi",24,9,75,0.32,0.12,0.000418133333333333,0.00110945408213245,3.2304642339409e-16,4.71945616830387e-07,1.84136461334631e-14,1,5.09701266176818e-06,1,-0.313031358885017,-0.12,FALSE,FALSE,5,1,"2","2",0.848,0.0706821023736532
"Enterococcus",0.314895235995234,0.566648246227517,"Enterococcus","Enterococcus","India",172,106,287,0.599303135888502,0.369337979094077,0.0123632055749129,0.041725589147289,"Malawi",27,14,75,0.36,0.186666666666667,0.0020288,0.0126733524394319,0.000246975230136986,0.00242861521308248,0.000703879405890411,1,0.00786834031367975,1,0.239303135888502,0.18267131242741,TRUE,TRUE,6,1,"1","1",0.848,0.0706821023736532
"Bacteroides",0.307352258205709,0.560767010189219,"Bacteroides","Bacteroides","India",86,63,287,0.299651567944251,0.219512195121951,0.0236158885017422,0.0836149554233515,"Malawi",48,41,75,0.64,0.546666666666667,0.0932576,0.147462428122134,1.02895651636565e-07,1.10225003969469e-07,7.33131517910527e-07,1,1.48803755358783e-06,1,-0.340348432055749,-0.327154471544715,FALSE,FALSE,7,1,"2","2",0.848,0.0706821023736532
"Sutterella",0.262564137203324,0.470292614258346,"Sutterella","Sutterella","India",38,18,287,0.132404181184669,0.0627177700348432,0.00106090592334495,0.00641268306339384,"Malawi",33,27,75,0.44,0.36,0.0155013333333333,0.0422320090380198,3.48289125518371e-08,4.90176941901031e-10,3.05422771608418e-07,1,9.62608623563394e-09,1,-0.307595818815331,-0.297282229965157,FALSE,FALSE,8,1,"2","2",0.848,0.0706821023736532
"Senegalimassilia",0.254126334425659,0.480135036389913,"Senegalimassilia","Senegalimassilia","India",47,33,287,0.163763066202091,0.114982578397213,0.00145965156794425,0.00578589832770938,"Malawi",38,19,75,0.506666666666667,0.253333333333333,0.0024528,0.00601547970723101,4.2985362767082e-09,0.0048271023567416,4.45484668677032e-08,1,0.0129544440947352,1,-0.342903600464576,-0.138350754936121,FALSE,FALSE,9,1,"2","2",0.848,0.0706821023736532
"Staphylococcus",0.246335507547341,0.452943287427401,"Staphylococcus","Staphylococcus","India",281,222,287,0.979094076655052,0.773519163763066,0.0193691986062718,0.0404216306299251,"Malawi",71,40,75,0.946666666666667,0.533333333333333,0.0150426666666667,0.0304730710243923,0.22581554355928,7.34370160431437e-05,0.27594858371874,0,0.00036050898784816,1,0.0324274099883856,0.240185830429733,TRUE,TRUE,10,1,"ns","1",0.848,0.0706821023736532
"Prevotella_9",0.23547892972608,0.425548701616757,"Prevotella_9","Prevotella_9","India",24,17,287,0.0836236933797909,0.0592334494773519,0.0072001393728223,0.0459281922346019,"Malawi",34,13,75,0.453333333333333,0.173333333333333,0.0498565333333333,0.160975728114129,1.89975518284217e-12,0.00354893115011179,5.41430227110018e-11,1,0.0100864359003177,1,-0.369709639953542,-0.114099883855981,FALSE,FALSE,11,1,"2","2",0.848,0.0706821023736532
"Klebsiella",0.217111267691197,0.397678435815733,"Klebsiella","Klebsiella","India",241,184,287,0.839721254355401,0.641114982578397,0.0295598606271777,0.0666294065152011,"Malawi",54,42,75,0.72,0.56,0.0365189333333333,0.104529429343352,0.0287611766982445,0.228303835189236,0.0420355659435881,1,0.301594926399462,0,0.119721254355401,0.0811149825783971,TRUE,TRUE,12,1,"1","ns",0.848,0.0706821023736532
"Micrococcus",0.209397387938125,0.370511149451767,"Micrococcus","Micrococcus","India",1,0,287,0.00348432055749129,0,1.39372822299652e-07,2.36112534440382e-06,"Malawi",23,1,75,0.306666666666667,0.0133333333333333,7.68e-05,0.00017593119048021,1.81486235602761e-16,0.207182320441989,1.84136461334631e-14,1,NA,NA,-0.303182346109175,-0.0133333333333333,FALSE,FALSE,13,1,"2","ns",0.848,0.0706821023736532
"Collinsella",0.204073543614041,0.369019515092559,"Collinsella","Collinsella","India",86,66,287,0.299651567944251,0.229965156794425,0.0176436236933798,0.054172837393831,"Malawi",49,38,75,0.653333333333333,0.506666666666667,0.0212149333333333,0.0490834038218494,3.96394197685779e-08,6.26553881643516e-06,3.22778132401277e-07,1,4.83341565839284e-05,1,-0.353681765389082,-0.276701509872242,FALSE,FALSE,14,1,"2","2",0.848,0.0706821023736532
"Veillonella",0.195115054547215,0.346655528658658,"Veillonella","Veillonella","India",254,209,287,0.885017421602787,0.728222996515679,0.0763099651567944,0.136475666970979,"Malawi",69,53,75,0.92,0.706666666666667,0.114401066666667,0.178968206262735,0.530215124614643,0.771960498266229,0.598460635703656,0,0.833717338127528,0,-0.0349825783972126,0.0215563298490128,FALSE,TRUE,15,1,"ns","ns",0.848,0.0706821023736532
"Rothia",0.194938541463971,0.349109592224481,"Rothia","Rothia","India",234,127,287,0.815331010452962,0.442508710801394,0.00281254355400697,0.00669645132073164,"Malawi",53,20,75,0.706666666666667,0.266666666666667,0.00281866666666667,0.0063947117791765,0.0537572896327213,0.00565837040192357,0.0738353134714486,1,0.013888727350176,1,0.108664343786295,0.175842044134727,TRUE,TRUE,16,1,"1","1",0.848,0.0706821023736532
"Escherichia/Shigella",0.187072099111001,0.327589632709871,"Escherichia/Shigella","Escherichia/Shigella","India",262,234,287,0.912891986062718,0.815331010452962,0.138859790940767,0.172799098575449,"Malawi",69,66,75,0.92,0.88,0.189083733333333,0.234058554020566,1,0.228988740414407,1,0,0.301594926399462,0,-0.00710801393728222,-0.0646689895470384,FALSE,FALSE,17,1,"ns","ns",0.848,0.0706821023736532
"Parabacteroides",0.17669233730558,0.320542651637393,"Parabacteroides","Parabacteroides","India",37,25,287,0.128919860627178,0.0871080139372822,0.00618146341463415,0.0430387237810797,"Malawi",31,24,75,0.413333333333333,0.32,0.0238064,0.0594082003767157,1.87748909570716e-07,1.50440299361658e-06,1.25902209947421e-06,1,1.35396269425492e-05,1,-0.284413472706156,-0.232891986062718,FALSE,FALSE,18,1,"2","2",0.848,0.0706821023736532
"Prevotella",0.162428796429535,0.291052311865775,"Prevotella","Prevotella","India",43,7,287,0.149825783972125,0.024390243902439,0.000106480836236934,0.000784914466064335,"Malawi",31,5,75,0.413333333333333,0.0666666666666667,0.000372266666666667,0.00163066523760002,3.2058939560943e-06,0.0790163006909691,1.58900830867283e-05,1,0.137641297977817,0,-0.263507549361208,-0.0422764227642276,FALSE,FALSE,19,1,"2","ns",0.848,0.0706821023736532
"Gemella",0.160569712081011,0.2896593281695,"Gemella","Gemella","India",177,26,287,0.616724738675958,0.0905923344947735,0.000429128919860627,0.00112278574980488,"Malawi",36,4,75,0.48,0.0533333333333333,0.000317866666666667,0.00149313229019938,0.0355252190613832,0.35599175040896,0.050760166438144,1,0.427190100490752,0,0.136724738675958,0.0372590011614402,TRUE,TRUE,20,1,"1","ns",0.848,0.0706821023736532
"Lactobacillus",0.156654694793978,0.290001527069793,"Lactobacillus","Lactobacillus","India",176,145,287,0.613240418118467,0.505226480836237,0.0374100348432056,0.0774503272869258,"Malawi",46,35,75,0.613333333333333,0.466666666666667,0.019496,0.0548506252643659,1,0.604664172746996,1,0,0.666364598537506,0,-9.29152148664292e-05,0.0385598141695702,FALSE,TRUE,21,0,"ns","ns",0.848,0.0706821023736532
"Corynebacterium_1",0.152664442212009,0.270228714319014,"Corynebacterium_1","Corynebacterium_1","India",211,19,287,0.735191637630662,0.0662020905923345,0.000333519163763066,0.000637250281941298,"Malawi",57,11,75,0.76,0.146666666666667,0.0010512,0.00399899749599484,0.767742862396853,0.0333257714205618,0.833549393459441,0,0.0620548847141496,1,-0.024808362369338,-0.0804645760743322,FALSE,FALSE,22,0,"ns","2",0.848,0.0706821023736532
"Actinomyces",0.147845139019861,0.290100792754624,"Actinomyces","Actinomyces","India",55,15,287,0.191637630662021,0.0522648083623693,0.000966968641114983,0.0107855140584956,"Malawi",31,10,75,0.413333333333333,0.133333333333333,0.0005456,0.00139902112496849,0.000122435827683756,0.0204981351005794,0.000357889342460208,1,0.0409962702011587,1,-0.221695702671312,-0.081068524970964,FALSE,FALSE,23,0,"2","2",0.848,0.0706821023736532
"Negativicoccus",0.145050041624824,0.287833934435786,"Negativicoccus","Negativicoccus","India",28,5,287,0.0975609756097561,0.0174216027874564,0.000326411149825784,0.00392601837640926,"Malawi",19,2,75,0.253333333333333,0.0266666666666667,0.000116266666666667,0.000415336962950317,0.000846815716722468,0.637763662061178,0.00189288219032081,1,NA,NA,-0.155772357723577,-0.00924506387921022,FALSE,FALSE,24,0,"2","ns",0.848,0.0706821023736532
"Phascolarctobacterium",0.128481310050369,0.231882615596868,"Phascolarctobacterium","Phascolarctobacterium","India",4,0,287,0.0139372822299652,0,5.85365853658537e-06,5.81223045441194e-05,"Malawi",18,13,75,0.24,0.173333333333333,0.00105386666666667,0.00348123925330316,3.04224832536803e-10,5.3478256864633e-10,5.42016408225064e-09,1,9.62608623563394e-09,1,-0.226062717770035,-0.173333333333333,FALSE,FALSE,25,0,"2","2",0.848,0.0706821023736532
"Faecalibacterium",0.109486141639094,0.201515606708416,"Faecalibacterium","Faecalibacterium","India",3,2,287,0.0104529616724739,0.00696864111498258,0.000482369337979094,0.00741963827479796,"Malawi",17,2,75,0.226666666666667,0.0266666666666667,0.00252053333333333,0.0211144602617293,3.32817092769776e-10,0.191103576513114,5.42016408225064e-09,1,NA,NA,-0.216213704994193,-0.0196980255516841,FALSE,FALSE,26,0,"2","ns",0.848,0.0706821023736532
"Pseudomonas",0.101597957908825,0.184125098658316,"Pseudomonas","Pseudomonas","India",12,2,287,0.0418118466898955,0.00696864111498258,1.96515679442509e-05,0.00017039203210296,"Malawi",17,7,75,0.226666666666667,0.0933333333333333,0.000341333333333333,0.00129570322483463,3.11678809563724e-06,0.000324763223111726,1.58900830867283e-05,1,0.00146143450400277,1,-0.184854819976771,-0.0863646922183508,FALSE,FALSE,27,0,"2","2",0.848,0.0706821023736532
"Enterobacter",0.0969659404981494,0.187343648063872,"Enterobacter","Enterobacter","India",109,43,287,0.379790940766551,0.149825783972125,0.0027181881533101,0.0197981826404994,"Malawi",21,7,75,0.28,0.0933333333333333,0.00109973333333333,0.00713638374114655,0.136732283690126,0.260473904166778,0.173194226007492,0,0.327106763372233,0,0.0997909407665505,0.0564924506387921,TRUE,TRUE,28,0,"ns","ns",0.848,0.0706821023736532
"unassigned_Lachnospiraceae",0.0965469410429447,0.176124957406177,"unassigned_Lachnospiraceae","unassigned_Lachnospiraceae","India",73,51,287,0.254355400696864,0.177700348432056,0.0077579094076655,0.0296874237427446,"Malawi",30,18,75,0.4,0.24,0.00651253333333333,0.0224888245575882,0.0149065250567252,0.247929850635122,0.0236019980064815,1,0.318766950816586,0,-0.145644599303136,-0.0622996515679442,FALSE,FALSE,29,0,"2","ns",0.848,0.0706821023736532
"Dolosigranulum",0.0952804474855629,0.171868408334799,"Dolosigranulum","Dolosigranulum","India",116,15,287,0.40418118466899,0.0522648083623693,0.000186759581881533,0.000432883026606842,"Malawi",21,1,75,0.28,0.0133333333333333,0.000248,0.00169824074312849,0.0607980642877136,0.209837272234617,0.0815409332799923,1,0.301594926399462,0,0.12418118466899,0.038931475029036,TRUE,TRUE,30,0,"1","ns",0.848,0.0706821023736532
"Succinivibrio",0.0939248509274426,0.173655108402005,"Succinivibrio","Succinivibrio","India",3,2,287,0.0104529616724739,0.00696864111498258,4.85017421602787e-05,0.000710709425317208,"Malawi",16,4,75,0.213333333333333,0.0533333333333333,0.00110293333333333,0.00581749151228392,1.64895992395459e-09,0.0183582749359109,1.87981431330823e-08,1,0.0396538738615675,1,-0.202880371660859,-0.0463646922183508,FALSE,FALSE,31,0,"2","2",0.848,0.0706821023736532
"Haemophilus",0.0933437878611956,0.168908649402872,"Haemophilus","Haemophilus","India",103,27,287,0.358885017421603,0.0940766550522648,0.00167623693379791,0.0123814859439983,"Malawi",27,10,75,0.36,0.133333333333333,0.00473066666666667,0.0316419873864738,1,0.390486004428496,1,0,0.458396613894322,0,-0.00111498257839721,-0.0392566782810685,FALSE,FALSE,32,0,"ns","ns",0.848,0.0706821023736532
