"","feature_id","feature","feature.description","feature_full","Feature","mean","sd","prev","mean_IND","sd_IND","prev_IND","mean_MLW","sd_MLW","prev_MLW"
"591","g153","1.1.1.81","Hydroxypyruvate reductase","Hydroxypyruvate_reductase_(1.1.1.81)","Hydroxypyruvate_reductase_(1.1.1.81)",0.011565,0.007806,99.7,0.012318,0.007821,100,0.007892,0.006652,98.3
"510","g1457","3.2.1.18","Exo-alpha-sialidase","Exo-alpha-sialidase_(3.2.1.18)","Exo-alpha-sialidase_(3.2.1.18)",0.01147,0.009574,95.3,0.011969,0.009743,95.4,0.009036,0.008358,94.8
"1958","g611","2.1.1.184","23S rRNA (adenine(2085)-N(6))-dimethyltransferase","23S_rRNA_(adenine(2085)-N(6))-dimethyltransferase_(2.1.1.184)","23S_rRNA_(adenine(2085)-N(6))-dimethyltransferase_(2.1.1.184)",0.011416,0.014454,92.1,0.013265,0.015116,94,0.002395,0.00399,82.8
"1283","g2152","5.3.1.12","Glucuronate isomerase","Glucuronate_isomerase_(5.3.1.12)","Glucuronate_isomerase_(5.3.1.12)",0.011407,0.007373,96.5,0.011777,0.007604,96.5,0.009603,0.005844,96.6
"1305","g2172","5.3.1.5","Xylose isomerase","Xylose_isomerase_(5.3.1.5)","Xylose_isomerase_(5.3.1.5)",0.011244,0.007692,97.4,0.010939,0.007916,97.5,0.012728,0.006344,96.6
"2302","g921","2.4.99.16","Starch synthase (maltosyl-transferring)","Starch_synthase_(maltosyl-transferring)_(2.4.99.16)","Starch_synthase_(maltosyl-transferring)_(2.4.99.16)",0.011231,0.007633,98.2,0.012244,0.00757,98.6,0.006287,0.005839,96.6
"465","g1416","3.1.6.1","Arylsulfatase","Arylsulfatase_(3.1.6.1)","Arylsulfatase_(3.1.6.1)",0.011187,0.015111,93.3,0.009012,0.012839,93.3,0.021796,0.02021,93.1
"811","g1728","3.5.4.28","S-adenosylhomocysteine deaminase","S-adenosylhomocysteine_deaminase_(3.5.4.28)","S-adenosylhomocysteine_deaminase_(3.5.4.28)",0.011125,0.008532,98.8,0.011699,0.008656,98.6,0.008323,0.007344,100
"286","g1255","2.8.1.1","Thiosulfate sulfurtransferase","Thiosulfate_sulfurtransferase_(2.8.1.1)","Thiosulfate_sulfurtransferase_(2.8.1.1)",0.011049,0.005144,100,0.011153,0.005104,100,0.010543,0.005348,100
"503","g1450","3.2.1.17","Lysozyme","Lysozyme_(3.2.1.17)","Lysozyme_(3.2.1.17)",0.011045,0.009657,99.7,0.009907,0.009731,99.6,0.0166,0.007068,100
"1980","g631","2.1.1.220","tRNA (adenine(58)-N(1))-methyltransferase","tRNA_(adenine(58)-N(1))-methyltransferase_(2.1.1.220)","tRNA_(adenine(58)-N(1))-methyltransferase_(2.1.1.220)",0.011007,0.007172,98.2,0.011977,0.007012,98.6,0.006271,0.006,96.6
"1104","g1992","4.2.1.42","Galactarate dehydratase","Galactarate_dehydratase_(4.2.1.42)","Galactarate_dehydratase_(4.2.1.42)",0.010988,0.011152,93.5,0.010305,0.010715,92.9,0.014323,0.012656,96.6
"870","g1781","3.6.3.12","Potassium-transporting ATPase","Potassium-transporting_ATPase_(3.6.3.12)","Potassium-transporting_ATPase_(3.6.3.12)",0.010978,0.010106,94.4,0.009841,0.009218,94.3,0.016529,0.012288,94.8
"25","g102","1.1.1.35","3-hydroxyacyl-CoA dehydrogenase","3-hydroxyacyl-CoA_dehydrogenase_(1.1.1.35)","3-hydroxyacyl-CoA_dehydrogenase_(1.1.1.35)",0.010976,0.010878,95.9,0.010202,0.010279,95.8,0.014749,0.012869,96.6
"2279","g900","2.4.2.1","Purine-nucleoside phosphorylase","Purine-nucleoside_phosphorylase_(2.4.2.1)","Purine-nucleoside_phosphorylase_(2.4.2.1)",0.010966,0.007098,100,0.010347,0.007075,100,0.013987,0.006461,100
"2076","g718","2.3.1.179","Beta-ketoacyl-[acyl-carrier-protein] synthase II","Beta-ketoacyl-[acyl-carrier-protein]_synthase_II_(2.3.1.179)","Beta-ketoacyl-[acyl-carrier-protein]_synthase_II_(2.3.1.179)",0.010965,0.007222,100,0.010137,0.006786,100,0.015006,0.007956,100
"815","g1731","3.5.4.31","S-methyl-5'-thioadenosine deaminase","S-methyl-5'-thioadenosine_deaminase_(3.5.4.31)","S-methyl-5'-thioadenosine_deaminase_(3.5.4.31)",0.010961,0.008523,97.4,0.011555,0.008659,96.8,0.008065,0.007219,100
"2011","g66","1.1.1.276","Serine 3-dehydrogenase (NADP(+))","Serine_3-dehydrogenase_(NADP(+))_(1.1.1.276)","Serine_3-dehydrogenase_(NADP(+))_(1.1.1.276)",0.010857,0.007185,99.1,0.0119,0.007026,100,0.00577,0.005649,94.8
"374","g1334","3.1.21.3","Type I site-specific deoxyribonuclease","Type_I_site-specific_deoxyribonuclease_(3.1.21.3)","Type_I_site-specific_deoxyribonuclease_(3.1.21.3)",0.010824,0.008122,99.7,0.009778,0.00752,99.6,0.015924,0.009047,100
"1354","g2216","5.4.99.18","5-(carboxyamino)imidazole ribonucleotide mutase","5-(carboxyamino)imidazole_ribonucleotide_mutase_(5.4.99.18)","5-(carboxyamino)imidazole_ribonucleotide_mutase_(5.4.99.18)",0.010794,0.006178,100,0.01026,0.006045,100,0.013402,0.006208,100
"1779","g450","1.3.99.1","Deleted entry","Deleted_entry_(1.3.99.1)","Deleted_entry_(1.3.99.1)",0.010792,0.007176,100,0.011668,0.007081,100,0.006518,0.006055,100
"2127","g764","2.3.1.39","[Acyl-carrier-protein] S-malonyltransferase","[Acyl-carrier-protein]_S-malonyltransferase_(2.3.1.39)","[Acyl-carrier-protein]_S-malonyltransferase_(2.3.1.39)",0.010695,0.004905,100,0.010447,0.004924,100,0.011903,0.004664,100
"1532","g2377","7.3.2.2","NO NAME","NO_NAME_(7.3.2.2)","NO_NAME_(7.3.2.2)",0.010682,0.009026,99.1,0.011083,0.009049,98.9,0.00873,0.00873,100
"415","g1371","3.1.3.37","Sedoheptulose-bisphosphatase","Sedoheptulose-bisphosphatase_(3.1.3.37)","Sedoheptulose-bisphosphatase_(3.1.3.37)",0.010617,0.009551,88.9,0.011213,0.009672,89.8,0.007708,0.008418,84.5
"1120","g2005","4.2.1.70","Pseudouridylate synthase","Pseudouridylate_synthase_(4.2.1.70)","Pseudouridylate_synthase_(4.2.1.70)",0.010513,0.009311,99.4,0.009973,0.008874,99.3,0.013149,0.01091,100
"892","g1800","3.6.3.33","Vitamin B12-transporting ATPase","Vitamin_B12-transporting_ATPase_(3.6.3.33)","Vitamin_B12-transporting_ATPase_(3.6.3.33)",0.010489,0.006519,99.7,0.010841,0.006628,99.6,0.008768,0.005706,100
"834","g1749","3.6.1.11","Exopolyphosphatase","Exopolyphosphatase_(3.6.1.11)","Exopolyphosphatase_(3.6.1.11)",0.010451,0.007342,99.4,0.010447,0.007081,99.3,0.010469,0.008569,100
"728","g1653","3.5.1.1","Asparaginase","Asparaginase_(3.5.1.1)","Asparaginase_(3.5.1.1)",0.010422,0.008333,99.4,0.009584,0.008151,99.3,0.014512,0.008063,100
"219","g1195","2.7.7.53","ATP adenylyltransferase","ATP_adenylyltransferase_(2.7.7.53)","ATP_adenylyltransferase_(2.7.7.53)",0.010392,0.007621,93.5,0.011354,0.007579,95.1,0.005696,0.005935,86.2
"1009","g1906","4.1.2.40","Tagatose-bisphosphate aldolase","Tagatose-bisphosphate_aldolase_(4.1.2.40)","Tagatose-bisphosphate_aldolase_(4.1.2.40)",0.010371,0.010819,99.7,0.009183,0.00986,99.6,0.016168,0.013264,100
"540","g1484","3.2.1.55","Non-reducing end alpha-L-arabinofuranosidase","Non-reducing_end_alpha-L-arabinofuranosidase_(3.2.1.55)","Non-reducing_end_alpha-L-arabinofuranosidase_(3.2.1.55)",0.0103,0.007803,99.7,0.00988,0.006975,100,0.012354,0.010831,98.3
"38","g1031","2.7.1.144","Tagatose-6-phosphate kinase","Tagatose-6-phosphate_kinase_(2.7.1.144)","Tagatose-6-phosphate_kinase_(2.7.1.144)",0.010292,0.008838,100,0.009608,0.007409,100,0.013632,0.013442,100
"421","g1377","3.1.3.4","Phosphatidate phosphatase","Phosphatidate_phosphatase_(3.1.3.4)","Phosphatidate_phosphatase_(3.1.3.4)",0.010198,0.008258,99.7,0.010738,0.008429,99.6,0.007564,0.006839,100
"500","g1448","3.2.1.177","Alpha-D-xyloside xylohydrolase","Alpha-D-xyloside_xylohydrolase_(3.2.1.177)","Alpha-D-xyloside_xylohydrolase_(3.2.1.177)",0.010197,0.007738,98.2,0.009489,0.007601,98.2,0.013654,0.007529,98.3
"2085","g726","2.3.1.18","Galactoside O-acetyltransferase","Galactoside_O-acetyltransferase_(2.3.1.18)","Galactoside_O-acetyltransferase_(2.3.1.18)",0.010144,0.0093,98.2,0.010735,0.009682,98.6,0.007262,0.006477,96.6
"2316","g934","2.5.1.17","Cob(I)yrinic acid a,c-diamide adenosyltransferase","Cob(I)yrinic_acid_a,c-diamide_adenosyltransferase_(2.5.1.17)","Cob(I)yrinic_acid_a,c-diamide_adenosyltransferase_(2.5.1.17)",0.010126,0.008584,98.2,0.009507,0.008508,98.2,0.013149,0.008376,98.3
"419","g1375","3.1.3.46","Fructose-2,6-bisphosphate 2-phosphatase","Fructose-2,6-bisphosphate_2-phosphatase_(3.1.3.46)","Fructose-2,6-bisphosphate_2-phosphatase_(3.1.3.46)",0.010093,0.007336,94.1,0.011044,0.007265,95.8,0.005451,0.005786,86.2
"44","g1037","2.7.1.162","N-acetylhexosamine 1-kinase","N-acetylhexosamine_1-kinase_(2.7.1.162)","N-acetylhexosamine_1-kinase_(2.7.1.162)",0.010049,0.007871,94.1,0.010796,0.007829,95.4,0.006407,0.007073,87.9
"27","g1021","2.7.1.105","6-phosphofructo-2-kinase","6-phosphofructo-2-kinase_(2.7.1.105)","6-phosphofructo-2-kinase_(2.7.1.105)",0.010038,0.007338,93.8,0.010979,0.007276,95.4,0.005446,0.005781,86.2
"561","g1502","3.2.1.8","Endo-1,4-beta-xylanase","Endo-1,4-beta-xylanase_(3.2.1.8)","Endo-1,4-beta-xylanase_(3.2.1.8)",0.009995,0.008857,98.2,0.010689,0.009161,98.2,0.006607,0.006218,98.3
"2303","g922","2.4.99.17","S-adenosylmethionine:tRNA ribosyltransferase-isomerase","S-adenosylmethionine:tRNA_ribosyltransferase-isomerase_(2.4.99.17)","S-adenosylmethionine:tRNA_ribosyltransferase-isomerase_(2.4.99.17)",0.009991,0.006916,100,0.009181,0.006578,100,0.013942,0.007221,100
"776","g1697","3.5.2.3","Dihydroorotase","Dihydroorotase_(3.5.2.3)","Dihydroorotase_(3.5.2.3)",0.009935,0.006022,100,0.009453,0.005934,100,0.012288,0.00594,100
"1284","g2153","5.3.1.13","Arabinose-5-phosphate isomerase","Arabinose-5-phosphate_isomerase_(5.3.1.13)","Arabinose-5-phosphate_isomerase_(5.3.1.13)",0.009918,0.010046,92.7,0.00914,0.009379,92.2,0.013713,0.012211,94.8
"618","g1554","3.4.13.21","Dipeptidase E","Dipeptidase_E_(3.4.13.21)","Dipeptidase_E_(3.4.13.21)",0.009903,0.006556,98.8,0.010223,0.006693,98.6,0.00834,0.005633,100
"2032","g679","2.1.2.2","Phosphoribosylglycinamide formyltransferase","Phosphoribosylglycinamide_formyltransferase_(2.1.2.2)","Phosphoribosylglycinamide_formyltransferase_(2.1.2.2)",0.009885,0.005842,100,0.009291,0.005755,100,0.012781,0.005425,100
"1015","g1911","4.1.2.4","Deoxyribose-phosphate aldolase","Deoxyribose-phosphate_aldolase_(4.1.2.4)","Deoxyribose-phosphate_aldolase_(4.1.2.4)",0.009631,0.006391,100,0.009123,0.006417,100,0.012112,0.00569,100
"1450","g2302","6.3.2.13","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate_ligase_(6.3.2.13)","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate_ligase_(6.3.2.13)",0.009557,0.006293,100,0.008889,0.00603,100,0.012816,0.00658,100
"878","g1789","3.6.3.21","Polar-amino-acid-transporting ATPase","Polar-amino-acid-transporting_ATPase_(3.6.3.21)","Polar-amino-acid-transporting_ATPase_(3.6.3.21)",0.009459,0.008586,96.8,0.009945,0.008622,96.5,0.007088,0.008062,98.3
"723","g1649","3.5.1.14","N-acyl-aliphatic-L-amino acid amidohydrolase","N-acyl-aliphatic-L-amino_acid_amidohydrolase_(3.5.1.14)","N-acyl-aliphatic-L-amino_acid_amidohydrolase_(3.5.1.14)",0.009416,0.008325,97.9,0.009984,0.008484,98.9,0.006647,0.006919,93.1
"519","g1465","3.2.1.24","Alpha-mannosidase","Alpha-mannosidase_(3.2.1.24)","Alpha-mannosidase_(3.2.1.24)",0.009412,0.007281,94.1,0.010212,0.007265,95.8,0.005511,0.006036,86.2
"420","g1376","3.1.3.48","Protein-tyrosine-phosphatase","Protein-tyrosine-phosphatase_(3.1.3.48)","Protein-tyrosine-phosphatase_(3.1.3.48)",0.009363,0.006289,99.7,0.008837,0.005874,99.6,0.011931,0.007561,100
"941","g1845","4.1.1.18","Lysine decarboxylase","Lysine_decarboxylase_(4.1.1.18)","Lysine_decarboxylase_(4.1.1.18)",0.009349,0.009453,95,0.009051,0.009419,94.3,0.010802,0.009568,98.3
"2070","g712","2.3.1.15","Glycerol-3-phosphate 1-O-acyltransferase","Glycerol-3-phosphate_1-O-acyltransferase_(2.3.1.15)","Glycerol-3-phosphate_1-O-acyltransferase_(2.3.1.15)",0.009339,0.009196,95.3,0.008773,0.008788,94.7,0.0121,0.010628,98.3
"942","g1846","4.1.1.19","Arginine decarboxylase","Arginine_decarboxylase_(4.1.1.19)","Arginine_decarboxylase_(4.1.1.19)",0.009157,0.008,97.1,0.008233,0.007392,96.8,0.013662,0.009301,98.3
"1664","g347","1.2.1.50","Long-chain-fatty-acyl-CoA reductase","Long-chain-fatty-acyl-CoA_reductase_(1.2.1.50)","Long-chain-fatty-acyl-CoA_reductase_(1.2.1.50)",0.009151,0.008211,91.5,0.009595,0.008216,90.5,0.006988,0.007903,96.6
"274","g1244","2.7.8.5","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase_(2.7.8.5)","CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase_(2.7.8.5)",0.009112,0.003932,100,0.009116,0.003615,100,0.009094,0.005248,100
"1880","g541","1.7.2.3","Trimethylamine-N-oxide reductase (cytochrome c)","Trimethylamine-N-oxide_reductase_(cytochrome_c)_(1.7.2.3)","Trimethylamine-N-oxide_reductase_(cytochrome_c)_(1.7.2.3)",0.009109,0.009266,93.3,0.008506,0.008775,93.3,0.012051,0.010978,93.1
"1478","g2328","6.3.4.15","Biotin--[acetyl-CoA-carboxylase] ligase","Biotin--[acetyl-CoA-carboxylase]_ligase_(6.3.4.15)","Biotin--[acetyl-CoA-carboxylase]_ligase_(6.3.4.15)",0.009107,0.00577,100,0.008857,0.005909,100,0.010327,0.0049,100
"1754","g428","1.3.3.1","Transferred entry","Transferred_entry_(1.3.3.1)","Transferred_entry_(1.3.3.1)",0.009073,0.008229,88,0.009605,0.008345,88.7,0.00648,0.007152,84.5
"2077","g719","2.3.1.180","Beta-ketoacyl-[acyl-carrier-protein] synthase III","Beta-ketoacyl-[acyl-carrier-protein]_synthase_III_(2.3.1.180)","Beta-ketoacyl-[acyl-carrier-protein]_synthase_III_(2.3.1.180)",0.008974,0.006565,100,0.008273,0.00623,100,0.012392,0.007122,100
"1040","g1934","4.1.3.6","Citrate (pro-3S)-lyase","Citrate_(pro-3S)-lyase_(4.1.3.6)","Citrate_(pro-3S)-lyase_(4.1.3.6)",0.008909,0.009647,98.8,0.009075,0.010188,98.9,0.008101,0.006386,98.3
"2317","g935","2.5.1.18","Glutathione transferase","Glutathione_transferase_(2.5.1.18)","Glutathione_transferase_(2.5.1.18)",0.008905,0.009182,98.8,0.008696,0.009324,98.6,0.009924,0.008457,100
"521","g1467","3.2.1.26","Beta-fructofuranosidase","Beta-fructofuranosidase_(3.2.1.26)","Beta-fructofuranosidase_(3.2.1.26)",0.008896,0.007961,99.7,0.009065,0.00824,99.6,0.008068,0.006423,100
"407","g1364","3.1.3.23","Sugar-phosphatase","Sugar-phosphatase_(3.1.3.23)","Sugar-phosphatase_(3.1.3.23)",0.008775,0.005869,100,0.008441,0.005739,100,0.010406,0.006267,100
"2136","g772","2.3.1.51","1-acylglycerol-3-phosphate O-acyltransferase","1-acylglycerol-3-phosphate_O-acyltransferase_(2.3.1.51)","1-acylglycerol-3-phosphate_O-acyltransferase_(2.3.1.51)",0.008764,0.005743,99.7,0.008454,0.005729,99.6,0.010277,0.005616,100
"1722","g4","1.1.1.103","L-threonine 3-dehydrogenase","L-threonine_3-dehydrogenase_(1.1.1.103)","L-threonine_3-dehydrogenase_(1.1.1.103)",0.008757,0.008557,95.3,0.008235,0.008232,95.4,0.011306,0.009671,94.8
"1893","g553","1.8.1.2","Assimilatory sulfite reductase (NADPH)","Assimilatory_sulfite_reductase_(NADPH)_(1.8.1.2)","Assimilatory_sulfite_reductase_(NADPH)_(1.8.1.2)",0.008675,0.008632,96.8,0.008517,0.008749,96.5,0.009447,0.008062,98.3
"2067","g71","1.1.1.284","S-(hydroxymethyl)glutathione dehydrogenase","S-(hydroxymethyl)glutathione_dehydrogenase_(1.1.1.284)","S-(hydroxymethyl)glutathione_dehydrogenase_(1.1.1.284)",0.008653,0.004532,100,0.00868,0.004422,100,0.008523,0.005073,100
"1134","g2018","4.2.1.91","Arogenate dehydratase","Arogenate_dehydratase_(4.2.1.91)","Arogenate_dehydratase_(4.2.1.91)",0.008583,0.007857,95,0.009182,0.007977,96.1,0.005661,0.006551,89.7
"17","g1012","2.6.1.85","Aminodeoxychorismate synthase","Aminodeoxychorismate_synthase_(2.6.1.85)","Aminodeoxychorismate_synthase_(2.6.1.85)",0.008512,0.006027,100,0.008076,0.005982,100,0.010641,0.00584,100
"940","g1844","4.1.1.17","Ornithine decarboxylase","Ornithine_decarboxylase_(4.1.1.17)","Ornithine_decarboxylase_(4.1.1.17)",0.008489,0.008475,96.5,0.007781,0.007911,96.5,0.011941,0.010204,96.6
"1115","g2000","4.2.1.53","Oleate hydratase","Oleate_hydratase_(4.2.1.53)","Oleate_hydratase_(4.2.1.53)",0.008472,0.006054,97.9,0.009331,0.006005,98.2,0.004284,0.004323,96.6
"1616","g303","1.17.1.4","Xanthine dehydrogenase","Xanthine_dehydrogenase_(1.17.1.4)","Xanthine_dehydrogenase_(1.17.1.4)",0.008373,0.009874,90.6,0.007598,0.009114,90.8,0.012154,0.012372,89.7
"843","g1757","3.6.1.22","NAD(+) diphosphatase","NAD(+)_diphosphatase_(3.6.1.22)","NAD(+)_diphosphatase_(3.6.1.22)",0.008362,0.003583,100,0.008278,0.003532,100,0.008773,0.00383,100
"576","g1516","3.2.2.1","Purine nucleosidase","Purine_nucleosidase_(3.2.2.1)","Purine_nucleosidase_(3.2.2.1)",0.008342,0.007705,97.7,0.008903,0.007849,98.2,0.005604,0.006337,94.8
"2012","g660","2.1.1.52","Transferred entry","Transferred_entry_(2.1.1.52)","Transferred_entry_(2.1.1.52)",0.008298,0.007682,87.1,0.008828,0.007834,87.6,0.005712,0.006344,84.5
"1876","g538","1.7.1.7","GMP reductase","GMP_reductase_(1.7.1.7)","GMP_reductase_(1.7.1.7)",0.008296,0.006793,99.7,0.007767,0.006054,99.6,0.010877,0.009259,100
"963","g1865","4.1.1.49","Phosphoenolpyruvate carboxykinase (ATP)","Phosphoenolpyruvate_carboxykinase_(ATP)_(4.1.1.49)","Phosphoenolpyruvate_carboxykinase_(ATP)_(4.1.1.49)",0.008278,0.006696,97.9,0.007657,0.006507,97.5,0.011304,0.006836,100
"469","g142","1.1.1.60","2-hydroxy-3-oxopropionate reductase","2-hydroxy-3-oxopropionate_reductase_(1.1.1.60)","2-hydroxy-3-oxopropionate_reductase_(1.1.1.60)",0.00827,0.007835,95,0.007797,0.007462,95.1,0.010581,0.009169,94.8
"1896","g556","1.8.1.8","Protein-disulfide reductase","Protein-disulfide_reductase_(1.8.1.8)","Protein-disulfide_reductase_(1.8.1.8)",0.008265,0.008063,96.2,0.008063,0.008144,96.1,0.009251,0.007644,96.6
"1388","g2247","6.1.1.12","Aspartate--tRNA ligase","Aspartate--tRNA_ligase_(6.1.1.12)","Aspartate--tRNA_ligase_(6.1.1.12)",0.008157,0.005463,99.7,0.007556,0.005238,99.6,0.011088,0.005635,100
"1181","g2060","4.3.1.7","Ethanolamine ammonia-lyase","Ethanolamine_ammonia-lyase_(4.3.1.7)","Ethanolamine_ammonia-lyase_(4.3.1.7)",0.008123,0.008509,93.3,0.008128,0.008743,93.3,0.008097,0.00733,93.1
"726","g1651","3.5.1.18","Succinyl-diaminopimelate desuccinylase","Succinyl-diaminopimelate_desuccinylase_(3.5.1.18)","Succinyl-diaminopimelate_desuccinylase_(3.5.1.18)",0.008118,0.00613,99.4,0.007636,0.005977,99.3,0.01047,0.006376,100
"581","g1520","3.2.2.23","DNA-formamidopyrimidine glycosylase","DNA-formamidopyrimidine_glycosylase_(3.2.2.23)","DNA-formamidopyrimidine_glycosylase_(3.2.2.23)",0.008112,0.005402,100,0.007785,0.005321,100,0.009707,0.005555,100
"1941","g597","2.1.1.163","Demethylmenaquinone methyltransferase","Demethylmenaquinone_methyltransferase_(2.1.1.163)","Demethylmenaquinone_methyltransferase_(2.1.1.163)",0.008087,0.005559,99.4,0.007333,0.005309,99.3,0.011769,0.005313,100
"1523","g2369","7.2.1.1","NO NAME","NO_NAME_(7.2.1.1)","NO_NAME_(7.2.1.1)",0.008083,0.013207,85.3,0.006615,0.011316,84.5,0.015245,0.018546,89.7
"1908","g567","1.8.5.3","Dimethylsulfoxide reductase","Dimethylsulfoxide_reductase_(1.8.5.3)","Dimethylsulfoxide_reductase_(1.8.5.3)",0.00805,0.008629,94.1,0.007647,0.008384,94,0.010013,0.009574,94.8
"609","g1546","3.4.11.4","Tripeptide aminopeptidase","Tripeptide_aminopeptidase_(3.4.11.4)","Tripeptide_aminopeptidase_(3.4.11.4)",0.008047,0.006102,100,0.007488,0.005407,100,0.01078,0.008266,100
"2154","g789","2.3.1.9","Acetyl-CoA C-acetyltransferase","Acetyl-CoA_C-acetyltransferase_(2.3.1.9)","Acetyl-CoA_C-acetyltransferase_(2.3.1.9)",0.008044,0.007379,98.5,0.007839,0.007524,98.6,0.009043,0.006597,98.3
"1440","g2294","6.3.1.1","Aspartate--ammonia ligase","Aspartate--ammonia_ligase_(6.3.1.1)","Aspartate--ammonia_ligase_(6.3.1.1)",0.008009,0.005493,99.7,0.007335,0.005249,99.6,0.011301,0.005511,100
"1400","g2258","6.1.1.22","Asparagine--tRNA ligase","Asparagine--tRNA_ligase_(6.1.1.22)","Asparagine--tRNA_ligase_(6.1.1.22)",0.007978,0.005343,99.7,0.007328,0.005165,99.6,0.01115,0.005095,100
"94","g1082","2.7.1.30","Glycerol kinase","Glycerol_kinase_(2.7.1.30)","Glycerol_kinase_(2.7.1.30)",0.007949,0.006238,99.1,0.007586,0.006243,98.9,0.009719,0.005953,100
"1614","g301","1.16.3.2","Bacterial non-heme ferritin","Bacterial_non-heme_ferritin_(1.16.3.2)","Bacterial_non-heme_ferritin_(1.16.3.2)",0.00792,0.009732,98.8,0.007148,0.00899,98.6,0.011684,0.012153,100
"2280","g901","2.4.2.21","Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase","Nicotinate-nucleotide--dimethylbenzimidazole_phosphoribosyltransferase_(2.4.2.21)","Nicotinate-nucleotide--dimethylbenzimidazole_phosphoribosyltransferase_(2.4.2.21)",0.007913,0.006539,98.8,0.007618,0.006548,98.6,0.009354,0.006354,100
"63","g1054","2.7.1.191","NO NAME","NO_NAME_(2.7.1.191)","NO_NAME_(2.7.1.191)",0.007906,0.020233,97.1,0.008255,0.021915,96.8,0.006206,0.007884,98.3
"56","g1048","2.7.1.17","Xylulokinase","Xylulokinase_(2.7.1.17)","Xylulokinase_(2.7.1.17)",0.0079,0.006854,96.8,0.008015,0.007102,97.2,0.007337,0.005501,94.8
"2181","g812","2.3.3.9","Malate synthase","Malate_synthase_(2.3.3.9)","Malate_synthase_(2.3.3.9)",0.007861,0.008227,92.4,0.007215,0.007618,92.2,0.011012,0.010219,93.1
"2375","g988","2.6.1.2","Alanine transaminase","Alanine_transaminase_(2.6.1.2)","Alanine_transaminase_(2.6.1.2)",0.007842,0.004723,100,0.008493,0.004753,100,0.004666,0.00299,100
"1374","g2234","5.4.99.62","D-ribose pyranase","D-ribose_pyranase_(5.4.99.62)","D-ribose_pyranase_(5.4.99.62)",0.007831,0.006853,100,0.007622,0.007015,100,0.008851,0.005949,100
"323","g1289","3.1.1.31","6-phosphogluconolactonase","6-phosphogluconolactonase_(3.1.1.31)","6-phosphogluconolactonase_(3.1.1.31)",0.007811,0.005474,99.1,0.007447,0.00542,98.9,0.009585,0.005437,100
"1252","g2124","5.1.3.22","L-ribulose-5-phosphate 3-epimerase","L-ribulose-5-phosphate_3-epimerase_(5.1.3.22)","L-ribulose-5-phosphate_3-epimerase_(5.1.3.22)",0.007807,0.008008,94.4,0.007291,0.007608,94.7,0.010324,0.009398,93.1
"285","g1254","2.8.1.13","tRNA-uridine 2-sulfurtransferase","tRNA-uridine_2-sulfurtransferase_(2.8.1.13)","tRNA-uridine_2-sulfurtransferase_(2.8.1.13)",0.007803,0.006797,100,0.006938,0.005864,100,0.012026,0.009145,100
"1246","g2119","5.1.3.14","UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)","UDP-N-acetylglucosamine_2-epimerase_(non-hydrolyzing)_(5.1.3.14)","UDP-N-acetylglucosamine_2-epimerase_(non-hydrolyzing)_(5.1.3.14)",0.007758,0.006109,99.7,0.006871,0.00552,99.6,0.012087,0.006993,100
"1338","g2201","5.4.2.7","Phosphopentomutase","Phosphopentomutase_(5.4.2.7)","Phosphopentomutase_(5.4.2.7)",0.007705,0.005457,100,0.007577,0.005579,100,0.008332,0.004813,100
