"","feature_id","feature","feature.description","feature_full","Feature","mean","sd","prev","mean_IND","sd_IND","prev_IND","mean_MLW","sd_MLW","prev_MLW"
"816","g1732","3.5.4.32","8-oxoguanine deaminase","8-oxoguanine_deaminase_(3.5.4.32)","8-oxoguanine_deaminase_(3.5.4.32)",2.5e-05,0.000191,7,2.7e-05,0.000206,6.7,1.9e-05,7.8e-05,8.6
"1225","g210","1.12.98.2","5,10-methenyltetrahydromethanopterin hydrogenase","5,10-methenyltetrahydromethanopterin_hydrogenase_(1.12.98.2)","5,10-methenyltetrahydromethanopterin_hydrogenase_(1.12.98.2)",2.5e-05,0.000103,12.3,2.9e-05,0.000111,14.5,4e-06,3e-05,1.7
"1328","g2193","5.4.1.2","Transferred entry","Transferred_entry_(5.4.1.2)","Transferred_entry_(5.4.1.2)",2.5e-05,0.000139,15.2,2.3e-05,0.000148,13.8,3.1e-05,8.2e-05,22.4
"2224","g851","2.4.1.280","N,N'-diacetylchitobiose phosphorylase","N,N'-diacetylchitobiose_phosphorylase_(2.4.1.280)","N,N'-diacetylchitobiose_phosphorylase_(2.4.1.280)",2.5e-05,0.000115,8.2,1.5e-05,9.2e-05,4.6,7.1e-05,0.000184,25.9
"46","g1039","2.7.1.166","3-deoxy-D-manno-octulosonic acid kinase","3-deoxy-D-manno-octulosonic_acid_kinase_(2.7.1.166)","3-deoxy-D-manno-octulosonic_acid_kinase_(2.7.1.166)",2.4e-05,0.000294,5.6,2.1e-05,0.000293,5.7,4.1e-05,0.000301,5.2
"649","g1582","3.4.21.19","Glutamyl endopeptidase","Glutamyl_endopeptidase_(3.4.21.19)","Glutamyl_endopeptidase_(3.4.21.19)",2.4e-05,0.000121,15,2.7e-05,0.000132,15.5,9e-06,3.4e-05,12.1
"927","g1832","3.7.1.9","2-hydroxymuconate-6-semialdehyde hydrolase","2-hydroxymuconate-6-semialdehyde_hydrolase_(3.7.1.9)","2-hydroxymuconate-6-semialdehyde_hydrolase_(3.7.1.9)",2.4e-05,9.6e-05,13.5,2.3e-05,9.2e-05,13.8,2.6e-05,0.000113,12.1
"2161","g795","2.3.2.13","Protein-glutamine gamma-glutamyltransferase","Protein-glutamine_gamma-glutamyltransferase_(2.3.2.13)","Protein-glutamine_gamma-glutamyltransferase_(2.3.2.13)",2.4e-05,0.000293,7.9,2.5e-05,0.00032,7.8,1.7e-05,7.5e-05,8.6
"2341","g957","2.5.1.66","N(2)-(2-carboxyethyl)arginine synthase","N(2)-(2-carboxyethyl)arginine_synthase_(2.5.1.66)","N(2)-(2-carboxyethyl)arginine_synthase_(2.5.1.66)",2.4e-05,0.000108,13.5,2.9e-05,0.000118,15.9,1e-06,1.1e-05,1.7
"145","g1128","2.7.11.22","Cyclin-dependent kinase","Cyclin-dependent_kinase_(2.7.11.22)","Cyclin-dependent_kinase_(2.7.11.22)",2.3e-05,0.00021,3.5,2.7e-05,0.00023,3.5,6e-06,3e-05,3.4
"673","g1603","3.4.22.48","Staphopain","Staphopain_(3.4.22.48)","Staphopain_(3.4.22.48)",2.3e-05,0.000106,16.1,2.1e-05,8.2e-05,17.3,3.3e-05,0.000182,10.3
"1187","g2066","4.3.3.5","4'-demethylrebeccamycin synthase","4'-demethylrebeccamycin_synthase_(4.3.3.5)","4'-demethylrebeccamycin_synthase_(4.3.3.5)",2.3e-05,0.000125,12.6,1.9e-05,0.000107,12,4.6e-05,0.000191,15.5
"1793","g463","1.4.1.11","L-erythro-3,5-diaminohexanoate dehydrogenase","L-erythro-3,5-diaminohexanoate_dehydrogenase_(1.4.1.11)","L-erythro-3,5-diaminohexanoate_dehydrogenase_(1.4.1.11)",2.3e-05,0.000159,5.6,2.2e-05,0.000156,4.9,2.6e-05,0.000175,8.6
"2150","g785","2.3.1.88","Peptide alpha-N-acetyltransferase","Peptide_alpha-N-acetyltransferase_(2.3.1.88)","Peptide_alpha-N-acetyltransferase_(2.3.1.88)",2.3e-05,0.000216,2.9,2.7e-05,0.000236,3.2,3e-06,2e-05,1.7
"907","g1814","3.6.3.55","Tungstate-importing ATPase","Tungstate-importing_ATPase_(3.6.3.55)","Tungstate-importing_ATPase_(3.6.3.55)",2.2e-05,0.000234,2.3,1.6e-05,0.000173,2.5,5.5e-05,0.000422,1.7
"1309","g2176","5.3.1.n1","Transferred entry","Transferred_entry_(5.3.1.n1)","Transferred_entry_(5.3.1.n1)",2.2e-05,0.000144,7,2.6e-05,0.000158,8.1,1e-06,9e-06,1.7
"1912","g570","1.8.98.1","CoB--CoM heterodisulfide reductase","CoB--CoM_heterodisulfide_reductase_(1.8.98.1)","CoB--CoM_heterodisulfide_reductase_(1.8.98.1)",2.2e-05,0.000189,9.4,2.5e-05,0.000206,9.5,1.1e-05,6e-05,8.6
"2018","g666","2.1.1.66","Transferred entry","Transferred_entry_(2.1.1.66)","Transferred_entry_(2.1.1.66)",2.2e-05,0.000192,3.2,2.5e-05,0.000211,3.2,6e-06,3.2e-05,3.4
"212","g1189","2.7.7.46","Gentamicin 2''-nucleotidyltransferase","Gentamicin_2''-nucleotidyltransferase_(2.7.7.46)","Gentamicin_2''-nucleotidyltransferase_(2.7.7.46)",2.1e-05,0.000243,2.9,2.2e-05,0.000265,2.1,1.6e-05,7e-05,6.9
"562","g1503","3.2.1.91","Cellulose 1,4-beta-cellobiosidase (non-reducing end)","Cellulose_1,4-beta-cellobiosidase_(non-reducing_end)_(3.2.1.91)","Cellulose_1,4-beta-cellobiosidase_(non-reducing_end)_(3.2.1.91)",2.1e-05,0.000106,10.3,2.5e-05,0.000116,11.7,3e-06,1.7e-05,3.4
"565","g1506","3.2.1.94","Glucan 1,6-alpha-isomaltosidase","Glucan_1,6-alpha-isomaltosidase_(3.2.1.94)","Glucan_1,6-alpha-isomaltosidase_(3.2.1.94)",2.1e-05,0.00021,1.8,4e-06,5.1e-05,0.7,0.000102,0.000493,6.9
"947","g1850","4.1.1.22","Histidine decarboxylase","Histidine_decarboxylase_(4.1.1.22)","Histidine_decarboxylase_(4.1.1.22)",2.1e-05,0.000132,12,1.2e-05,6.1e-05,12,6.4e-05,0.000287,12.1
"2220","g848","2.4.1.266","Glucosyl-3-phosphoglycerate synthase","Glucosyl-3-phosphoglycerate_synthase_(2.4.1.266)","Glucosyl-3-phosphoglycerate_synthase_(2.4.1.266)",2.1e-05,0.000227,3.2,2.5e-05,0.000249,3.9,0,0,0
"699","g1627","3.4.24.74","Fragilysin","Fragilysin_(3.4.24.74)","Fragilysin_(3.4.24.74)",2e-05,0.000224,1.2,2.2e-05,0.000243,1.1,1e-05,7.2e-05,1.7
"976","g1877","4.1.1.71","2-oxoglutarate decarboxylase","2-oxoglutarate_decarboxylase_(4.1.1.71)","2-oxoglutarate_decarboxylase_(4.1.1.71)",2e-05,0.000197,6.5,2.3e-05,0.000217,6.4,2e-06,9e-06,6.9
"1125","g201","1.11.1.7","Peroxidase","Peroxidase_(1.11.1.7)","Peroxidase_(1.11.1.7)",2e-05,0.000127,12,1.9e-05,0.000123,12.7,2.6e-05,0.000146,8.6
"1460","g2311","6.3.2.31","Coenzyme F420-0:L-glutamate ligase","Coenzyme_F420-0:L-glutamate_ligase_(6.3.2.31)","Coenzyme_F420-0:L-glutamate_ligase_(6.3.2.31)",2e-05,0.000127,6.2,1.9e-05,0.000118,6,2.8e-05,0.000161,6.9
"1877","g539","1.7.2.1","Nitrite reductase (NO-forming)","Nitrite_reductase_(NO-forming)_(1.7.2.1)","Nitrite_reductase_(NO-forming)_(1.7.2.1)",2e-05,0.000242,4.7,1.7e-05,0.000235,4.9,3.6e-05,0.000272,3.4
"2205","g834","2.4.1.216","Trehalose 6-phosphate phosphorylase","Trehalose_6-phosphate_phosphorylase_(2.4.1.216)","Trehalose_6-phosphate_phosphorylase_(2.4.1.216)",2e-05,0.000116,8.2,2.3e-05,0.000126,9.2,6e-06,3.8e-05,3.4
"2305","g924","2.4.99.19","Undecaprenyl-diphosphooligosaccharide--protein glycotransferase","Undecaprenyl-diphosphooligosaccharide--protein_glycotransferase_(2.4.99.19)","Undecaprenyl-diphosphooligosaccharide--protein_glycotransferase_(2.4.99.19)",2e-05,0.00021,2.9,1.2e-05,0.000112,2.8,5.9e-05,0.000447,3.4
"340","g1303","3.1.1.79","Hormone-sensitive lipase","Hormone-sensitive_lipase_(3.1.1.79)","Hormone-sensitive_lipase_(3.1.1.79)",1.9e-05,0.000167,2.3,1.9e-05,0.000177,2.5,1.4e-05,0.000109,1.7
"1066","g1958","4.2.1.120","4-hydroxybutanoyl-CoA dehydratase","4-hydroxybutanoyl-CoA_dehydratase_(4.2.1.120)","4-hydroxybutanoyl-CoA_dehydratase_(4.2.1.120)",1.9e-05,0.000106,8.2,1.8e-05,0.000101,7.8,2.6e-05,0.000131,10.3
"1854","g518","1.6.2.2","Cytochrome-b5 reductase","Cytochrome-b5_reductase_(1.6.2.2)","Cytochrome-b5_reductase_(1.6.2.2)",1.9e-05,0.000142,7.3,2.3e-05,0.000156,7.8,4e-06,1.6e-05,5.2
"147","g113","1.1.1.391","NO NAME","NO_NAME_(1.1.1.391)","NO_NAME_(1.1.1.391)",1.8e-05,0.000142,5.9,2.2e-05,0.000156,7.1,0,0,0
"507","g1454","3.2.1.184","UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)","UDP-N,N'-diacetylbacillosamine_2-epimerase_(hydrolyzing)_(3.2.1.184)","UDP-N,N'-diacetylbacillosamine_2-epimerase_(hydrolyzing)_(3.2.1.184)",1.8e-05,0.000238,1.8,6e-06,7e-05,1.8,7.3e-05,0.000557,1.7
"1622","g309","1.17.5.2","Caffeine dehydrogenase","Caffeine_dehydrogenase_(1.17.5.2)","Caffeine_dehydrogenase_(1.17.5.2)",1.8e-05,0.000205,4.1,2e-05,0.000224,3.5,7e-06,3.7e-05,6.9
"1918","g576","1.97.1.12","Photosystem I","Photosystem_I_(1.97.1.12)","Photosystem_I_(1.97.1.12)",1.8e-05,0.000142,7.3,2.1e-05,0.000156,7.4,4e-06,1.9e-05,6.9
"2099","g739","2.3.1.209","dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase","dTDP-4-amino-4,6-dideoxy-D-glucose_acyltransferase_(2.3.1.209)","dTDP-4-amino-4,6-dideoxy-D-glucose_acyltransferase_(2.3.1.209)",1.8e-05,0.000132,3.5,2.1e-05,0.000145,3.5,5e-06,2.4e-05,3.4
"245","g1218","2.7.7.82","CMP-N,N'-diacetyllegionaminic acid synthase","CMP-N,N'-diacetyllegionaminic_acid_synthase_(2.7.7.82)","CMP-N,N'-diacetyllegionaminic_acid_synthase_(2.7.7.82)",1.7e-05,0.000204,2.6,7e-06,6.8e-05,2.1,6.4e-05,0.000471,5.2
"453","g1405","3.1.4.3","Phospholipase C","Phospholipase_C_(3.1.4.3)","Phospholipase_C_(3.1.4.3)",1.7e-05,9.3e-05,16.7,1e-05,3.8e-05,15.5,4.9e-05,0.000207,22.4
"918","g1824","3.7.1.12","Cobalt-precorrin 5A hydrolase","Cobalt-precorrin_5A_hydrolase_(3.7.1.12)","Cobalt-precorrin_5A_hydrolase_(3.7.1.12)",1.7e-05,3.5e-05,32.8,1.6e-05,3.5e-05,32.5,2e-05,3.3e-05,34.5
"1575","g267","1.14.13.70","Sterol 14-alpha-demethylase","Sterol_14-alpha-demethylase_(1.14.13.70)","Sterol_14-alpha-demethylase_(1.14.13.70)",1.7e-05,0.000214,1.2,1.5e-05,0.000218,1.1,2.6e-05,0.000196,1.7
"1772","g444","1.3.8.6","Glutaryl-CoA dehydrogenase (ETF)","Glutaryl-CoA_dehydrogenase_(ETF)_(1.3.8.6)","Glutaryl-CoA_dehydrogenase_(ETF)_(1.3.8.6)",1.7e-05,8.5e-05,18.2,1.4e-05,5.1e-05,18.4,3.3e-05,0.000173,17.2
"412","g1369","3.1.3.31","Nucleotidase","Nucleotidase_(3.1.3.31)","Nucleotidase_(3.1.3.31)",1.6e-05,0.000144,5,1.8e-05,0.000157,5.7,5e-06,4e-05,1.7
"543","g1487","3.2.1.65","Levanase","Levanase_(3.2.1.65)","Levanase_(3.2.1.65)",1.6e-05,8.3e-05,8.2,1.9e-05,9.1e-05,9.5,1e-06,4e-06,1.7
"628","g1563","3.4.15.6","Cyanophycinase","Cyanophycinase_(3.4.15.6)","Cyanophycinase_(3.4.15.6)",1.6e-05,0.000301,0.3,0,0,0,9.6e-05,0.000729,1.7
"693","g1621","3.4.24.40","Serralysin","Serralysin_(3.4.24.40)","Serralysin_(3.4.24.40)",1.6e-05,0.000136,2.9,2e-05,0.000149,3.5,0,0,0
"1013","g191","1.10.3.14","Ubiquinol oxidase (electrogenic, non H(+)-transporting)","Ubiquinol_oxidase_(electrogenic,_non_H(+)-transporting)_(1.10.3.14)","Ubiquinol_oxidase_(electrogenic,_non_H(+)-transporting)_(1.10.3.14)",1.6e-05,0.000112,5,1.6e-05,0.000114,4.9,1.5e-05,9.9e-05,5.2
"1906","g565","1.8.4.2","Protein-disulfide reductase (glutathione)","Protein-disulfide_reductase_(glutathione)_(1.8.4.2)","Protein-disulfide_reductase_(glutathione)_(1.8.4.2)",1.6e-05,8.1e-05,7,1.1e-05,7.4e-05,4.6,3.9e-05,0.000108,19
"563","g1504","3.2.1.92","Peptidoglycan beta-N-acetylmuramidase","Peptidoglycan_beta-N-acetylmuramidase_(3.2.1.92)","Peptidoglycan_beta-N-acetylmuramidase_(3.2.1.92)",1.5e-05,7.6e-05,14.4,1.2e-05,4.9e-05,13.4,3.2e-05,0.000149,19
"675","g1605","3.4.22.70","Sortase A","Sortase_A_(3.4.22.70)","Sortase_A_(3.4.22.70)",1.5e-05,9.1e-05,10.6,1.2e-05,6.1e-05,11.3,2.8e-05,0.000176,6.9
"688","g1617","3.4.24.29","Aureolysin","Aureolysin_(3.4.24.29)","Aureolysin_(3.4.24.29)",1.5e-05,8.1e-05,13.2,1.2e-05,5.6e-05,13.1,3e-05,0.000153,13.8
"692","g1620","3.4.24.3","Microbial collagenase","Microbial_collagenase_(3.4.24.3)","Microbial_collagenase_(3.4.24.3)",1.5e-05,0.00017,5,6e-06,6.9e-05,5.3,5.6e-05,0.000384,3.4
"820","g1736","3.5.4.43","NO NAME","NO_NAME_(3.5.4.43)","NO_NAME_(3.5.4.43)",1.5e-05,0.000163,3.5,1.7e-05,0.000179,3.2,3e-06,1.4e-05,5.2
"1055","g1948","4.2.1.107","hydratase","hydratase_(4.2.1.107)","hydratase_(4.2.1.107)",1.5e-05,8e-05,8.5,1.6e-05,8.4e-05,8.8,1.1e-05,5.6e-05,6.9
"1733","g409","1.3.1.38","Trans-2-enoyl-CoA reductase (NADPH)","Trans-2-enoyl-CoA_reductase_(NADPH)_(1.3.1.38)","Trans-2-enoyl-CoA_reductase_(NADPH)_(1.3.1.38)",1.5e-05,0.000193,1.2,1.8e-05,0.000211,1.4,0,0,0
"2310","g929","2.5.1.140","NO NAME","NO_NAME_(2.5.1.140)","NO_NAME_(2.5.1.140)",1.5e-05,7.6e-05,13.8,1.3e-05,6e-05,13.8,2.7e-05,0.000128,13.8
"1081","g1971","4.2.1.168","NO NAME","NO_NAME_(4.2.1.168)","NO_NAME_(4.2.1.168)",1.4e-05,0.00016,2.1,1.4e-05,0.000169,2.1,1.4e-05,0.00011,1.7
"1327","g2192","5.3.99.n1","Transferred entry","Transferred_entry_(5.3.99.n1)","Transferred_entry_(5.3.99.n1)",1.4e-05,0.000134,2.3,0,4e-06,0.4,8.1e-05,0.00032,12.1
"1381","g2240","5.5.1.5","Carboxy-cis,cis-muconate cyclase","Carboxy-cis,cis-muconate_cyclase_(5.5.1.5)","Carboxy-cis,cis-muconate_cyclase_(5.5.1.5)",1.4e-05,7.6e-05,16.4,9e-06,3.4e-05,15.2,3.7e-05,0.000168,22.4
"1411","g2268","6.1.2.1","D-alanine--(R)-lactate ligase","D-alanine--(R)-lactate_ligase_(6.1.2.1)","D-alanine--(R)-lactate_ligase_(6.1.2.1)",1.4e-05,7.6e-05,8.5,1.4e-05,7.2e-05,9.2,1.3e-05,9.5e-05,5.2
"1426","g2281","6.2.1.2","Butyrate--CoA ligase","Butyrate--CoA_ligase_(6.2.1.2)","Butyrate--CoA_ligase_(6.2.1.2)",1.4e-05,0.000158,2.1,1.1e-05,0.000143,2.1,2.9e-05,0.000218,1.7
"1570","g262","1.14.13.39","Nitric-oxide synthase (NADPH)","Nitric-oxide_synthase_(NADPH)_(1.14.13.39)","Nitric-oxide_synthase_(NADPH)_(1.14.13.39)",1.4e-05,9.3e-05,7,1e-05,5.7e-05,7.4,3.3e-05,0.000188,5.2
"1581","g272","1.14.13.84","4-hydroxyacetophenone monooxygenase","4-hydroxyacetophenone_monooxygenase_(1.14.13.84)","4-hydroxyacetophenone_monooxygenase_(1.14.13.84)",1.4e-05,0.000129,6.7,1.3e-05,0.000138,5.3,1.9e-05,6.2e-05,13.8
"1587","g278","1.14.14.18","NO NAME","NO_NAME_(1.14.14.18)","NO_NAME_(1.14.14.18)",1.4e-05,0.000103,11.4,7e-06,4.2e-05,11,4.5e-05,0.000231,13.8
"257","g1229","2.7.8.14","CDP-ribitol ribitolphosphotransferase","CDP-ribitol_ribitolphosphotransferase_(2.7.8.14)","CDP-ribitol_ribitolphosphotransferase_(2.7.8.14)",1.3e-05,7.3e-05,11.1,1.1e-05,6.1e-05,12,2.1e-05,0.000115,6.9
"296","g1264","2.8.3.12","Glutaconate CoA-transferase","Glutaconate_CoA-transferase_(2.8.3.12)","Glutaconate_CoA-transferase_(2.8.3.12)",1.3e-05,9.5e-05,3.5,4e-06,3.2e-05,2.8,5.2e-05,0.000217,6.9
"343","g1306","3.1.1.84","Cocaine esterase","Cocaine_esterase_(3.1.1.84)","Cocaine_esterase_(3.1.1.84)",1.3e-05,9.1e-05,7.3,1.4e-05,9.8e-05,7.1,9e-06,4.9e-05,8.6
"359","g1320","3.1.2.1","Acetyl-CoA hydrolase","Acetyl-CoA_hydrolase_(3.1.2.1)","Acetyl-CoA_hydrolase_(3.1.2.1)",1.3e-05,0.000107,5.3,1.4e-05,0.000115,4.6,1e-05,5.2e-05,8.6
"484","g1433","3.2.1.133","Glucan 1,4-alpha-maltohydrolase","Glucan_1,4-alpha-maltohydrolase_(3.2.1.133)","Glucan_1,4-alpha-maltohydrolase_(3.2.1.133)",1.3e-05,0.000227,1.5,1.6e-05,0.000249,1.8,0,0,0
"656","g1589","3.4.21.66","Thermitase","Thermitase_(3.4.21.66)","Thermitase_(3.4.21.66)",1.3e-05,0.000111,2.3,8e-06,6.7e-05,1.8,3.8e-05,0.000226,5.2
"785","g1704","3.5.3.13","Formimidoylglutamate deiminase","Formimidoylglutamate_deiminase_(3.5.3.13)","Formimidoylglutamate_deiminase_(3.5.3.13)",1.3e-05,0.000116,5,1.5e-05,0.000127,4.9,3e-06,1.3e-05,5.2
"982","g1882","4.1.1.7","Benzoylformate decarboxylase","Benzoylformate_decarboxylase_(4.1.1.7)","Benzoylformate_decarboxylase_(4.1.1.7)",1.3e-05,9.9e-05,6.2,5e-06,6.4e-05,3.9,5.1e-05,0.000193,17.2
"1001","g19","1.1.1.137","Ribitol-5-phosphate 2-dehydrogenase","Ribitol-5-phosphate_2-dehydrogenase_(1.1.1.137)","Ribitol-5-phosphate_2-dehydrogenase_(1.1.1.137)",1.3e-05,7.3e-05,16.7,1e-05,5.4e-05,17,2.8e-05,0.000131,15.5
"1191","g207","1.12.2.1","Cytochrome-c3 hydrogenase","Cytochrome-c3_hydrogenase_(1.12.2.1)","Cytochrome-c3_hydrogenase_(1.12.2.1)",1.3e-05,0.000102,5.6,1.4e-05,0.000111,6,5e-06,3.3e-05,3.4
"2261","g885","2.4.1.64","Alpha,alpha-trehalose phosphorylase","Alpha,alpha-trehalose_phosphorylase_(2.4.1.64)","Alpha,alpha-trehalose_phosphorylase_(2.4.1.64)",1.3e-05,5.1e-05,34.9,1.3e-05,5.5e-05,37.5,1e-05,2.3e-05,22.4
"309","g1276","2.8.4.2","Arsenate-mycothiol transferase","Arsenate-mycothiol_transferase_(2.8.4.2)","Arsenate-mycothiol_transferase_(2.8.4.2)",1.2e-05,7.6e-05,9.7,7e-06,3.7e-05,9.9,3.6e-05,0.000165,8.6
"337","g1300","3.1.1.6","Acetylesterase","Acetylesterase_(3.1.1.6)","Acetylesterase_(3.1.1.6)",1.2e-05,9.7e-05,3.5,8e-06,9.8e-05,1.4,2.9e-05,9.5e-05,13.8
"826","g1741","3.5.5.7","Aliphatic nitrilase","Aliphatic_nitrilase_(3.5.5.7)","Aliphatic_nitrilase_(3.5.5.7)",1.2e-05,0.000112,2.9,1e-06,1.1e-05,2.1,6.5e-05,0.000266,6.9
"1334","g2199","5.4.2.3","Phosphoacetylglucosamine mutase","Phosphoacetylglucosamine_mutase_(5.4.2.3)","Phosphoacetylglucosamine_mutase_(5.4.2.3)",1.2e-05,9.1e-05,16.1,7e-06,2.2e-05,16.3,3.8e-05,0.000215,15.5
"1551","g245","1.14.12.3","Benzene 1,2-dioxygenase","Benzene_1,2-dioxygenase_(1.14.12.3)","Benzene_1,2-dioxygenase_(1.14.12.3)",1.2e-05,5e-05,22,1.1e-05,4.9e-05,21.9,1.8e-05,5.5e-05,22.4
"395","g1353","3.1.3.103","NO NAME","NO_NAME_(3.1.3.103)","NO_NAME_(3.1.3.103)",1.1e-05,0.000109,2.6,1e-05,0.000116,2.1,1.2e-05,6.7e-05,5.2
"528","g1473","3.2.1.39","Glucan endo-1,3-beta-D-glucosidase","Glucan_endo-1,3-beta-D-glucosidase_(3.2.1.39)","Glucan_endo-1,3-beta-D-glucosidase_(3.2.1.39)",1.1e-05,0.000105,4.1,5e-06,6.5e-05,3.9,4e-05,0.000209,5.2
"880","g1790","3.6.3.23","Oligopeptide-transporting ATPase","Oligopeptide-transporting_ATPase_(3.6.3.23)","Oligopeptide-transporting_ATPase_(3.6.3.23)",1.1e-05,0.000128,5.9,1.2e-05,0.00014,4.9,3e-06,1.1e-05,10.3
"1062","g1954","4.2.1.115","UDP-N-acetylglucosamine 4,6-dehydratase (inverting)","UDP-N-acetylglucosamine_4,6-dehydratase_(inverting)_(4.2.1.115)","UDP-N-acetylglucosamine_4,6-dehydratase_(inverting)_(4.2.1.115)",1.1e-05,0.00012,2.6,9e-06,0.000118,2.8,1.7e-05,0.000129,1.7
"1111","g1999","4.2.1.52","Transferred entry","Transferred_entry_(4.2.1.52)","Transferred_entry_(4.2.1.52)",1.1e-05,0.000143,1.5,9e-06,0.000138,1.1,2.3e-05,0.000167,3.4
"1479","g2329","6.3.4.16","Carbamoyl-phosphate synthase (ammonia)","Carbamoyl-phosphate_synthase_(ammonia)_(6.3.4.16)","Carbamoyl-phosphate_synthase_(ammonia)_(6.3.4.16)",1.1e-05,5e-05,12.3,1.3e-05,5.4e-05,13.4,2e-06,1e-05,6.9
"1512","g2359","6.5.1.3","RNA ligase (ATP)","RNA_ligase_(ATP)_(6.5.1.3)","RNA_ligase_(ATP)_(6.5.1.3)",1.1e-05,0.000197,0.3,0,0,0,6.3e-05,0.000477,1.7
"1977","g629","2.1.1.210","Demethylspheroidene O-methyltransferase","Demethylspheroidene_O-methyltransferase_(2.1.1.210)","Demethylspheroidene_O-methyltransferase_(2.1.1.210)",1.1e-05,0.000139,3.8,1.3e-05,0.000152,4.2,1e-06,7e-06,1.7
"452","g1404","3.1.4.37","2',3'-cyclic-nucleotide 3'-phosphodiesterase","2',3'-cyclic-nucleotide_3'-phosphodiesterase_(3.1.4.37)","2',3'-cyclic-nucleotide_3'-phosphodiesterase_(3.1.4.37)",1e-05,7.2e-05,3.2,1e-05,7.4e-05,3.5,8e-06,5.9e-05,1.7
"671","g1601","3.4.22.39","Adenain","Adenain_(3.4.22.39)","Adenain_(3.4.22.39)",1e-05,0.000139,0.9,1.2e-05,0.000152,1.1,0,0,0
"807","g1724","3.5.4.23","Blasticidin-S deaminase","Blasticidin-S_deaminase_(3.5.4.23)","Blasticidin-S_deaminase_(3.5.4.23)",1e-05,7.4e-05,4.4,1.2e-05,8.1e-05,5.3,0,0,0
"950","g1853","4.1.1.2","Oxalate decarboxylase","Oxalate_decarboxylase_(4.1.1.2)","Oxalate_decarboxylase_(4.1.1.2)",1e-05,0.000109,2.3,8e-06,0.000108,2.1,1.6e-05,0.000117,3.4
"1509","g2356","6.4.1.8","Acetophenone carboxylase","Acetophenone_carboxylase_(6.4.1.8)","Acetophenone_carboxylase_(6.4.1.8)",1e-05,5.7e-05,4.4,8e-06,4.9e-05,3.9,1.6e-05,8.7e-05,6.9
"1573","g265","1.14.13.50","Pentachlorophenol monooxygenase","Pentachlorophenol_monooxygenase_(1.14.13.50)","Pentachlorophenol_monooxygenase_(1.14.13.50)",1e-05,6.5e-05,5.3,1e-05,6.7e-05,5.3,1e-05,5.2e-05,5.2
"2072","g714","2.3.1.168","Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase","Dihydrolipoyllysine-residue_(2-methylpropanoyl)transferase_(2.3.1.168)","Dihydrolipoyllysine-residue_(2-methylpropanoyl)transferase_(2.3.1.168)",1e-05,2.7e-05,27.6,6e-06,1.4e-05,26.9,2.7e-05,5.4e-05,31
"2090","g730","2.3.1.197","dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase","dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose_3-N-acetyltransferase_(2.3.1.197)","dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose_3-N-acetyltransferase_(2.3.1.197)",1e-05,0.000123,1.5,4e-06,5.9e-05,1.1,4.2e-05,0.000267,3.4
"2132","g769","2.3.1.48","Histone acetyltransferase","Histone_acetyltransferase_(2.3.1.48)","Histone_acetyltransferase_(2.3.1.48)",1e-05,5.2e-05,9.1,9e-06,5e-05,8.8,1.5e-05,6.5e-05,10.3
"2337","g953","2.5.1.57","N-acylneuraminate-9-phosphate synthase","N-acylneuraminate-9-phosphate_synthase_(2.5.1.57)","N-acylneuraminate-9-phosphate_synthase_(2.5.1.57)",1e-05,9e-05,2.1,1.2e-05,9.8e-05,2.5,0,0,0
"301","g1269","2.8.3.1","Propionate CoA-transferase","Propionate_CoA-transferase_(2.8.3.1)","Propionate_CoA-transferase_(2.8.3.1)",9e-06,9e-05,16.4,4e-06,1.5e-05,14.5,3.6e-05,0.000215,25.9
"378","g1338","3.1.21.8","T(4) deoxyribonuclease II","T(4)_deoxyribonuclease_II_(3.1.21.8)","T(4)_deoxyribonuclease_II_(3.1.21.8)",9e-06,0.000161,0.3,0,0,0,5.1e-05,0.000391,1.7
"402","g136","1.1.1.52","3-alpha-hydroxycholanate dehydrogenase","3-alpha-hydroxycholanate_dehydrogenase_(1.1.1.52)","3-alpha-hydroxycholanate_dehydrogenase_(1.1.1.52)",9e-06,9.8e-05,3.5,1.1e-05,0.000107,3.9,0,3e-06,1.7
"1035","g193","1.10.9.1","Plastoquinol--plastocyanin reductase","Plastoquinol--plastocyanin_reductase_(1.10.9.1)","Plastoquinol--plastocyanin_reductase_(1.10.9.1)",9e-06,6e-05,5.6,9e-06,6.2e-05,5.3,9e-06,4.6e-05,6.9
"1043","g1937","4.1.99.14","Spore photoproduct lyase","Spore_photoproduct_lyase_(4.1.99.14)","Spore_photoproduct_lyase_(4.1.99.14)",9e-06,5.4e-05,7.3,8e-06,4.5e-05,7.8,1.6e-05,8.4e-05,5.2
"1518","g2364","7.1.1.2","NO NAME","NO_NAME_(7.1.1.2)","NO_NAME_(7.1.1.2)",9e-06,8.3e-05,5.3,1e-05,9.1e-05,6,0,3e-06,1.7
